Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['streaming', 'cellular automata', 'iteration time', 'adjacent cell vacancy', 'arching signatures', 'jamming', 'disruptive interference', 'exit dynamics', 'confined pedestrians']","['exit', 'exited', 'pedestrians', 'pedestrian', 'lrb', 'time', 'behavior', 'w', 'rrb', 'cell', 'sizes', 'backward', 'capability', 'q']",0.0,0.0,0,9,14
"['stock market returns', 'empirical statistical observations', 'invariant measures', 'first poincare return time', 'statistical quantities', 'brazilian stock']","['dynamical', 'returns', 'return', 'statistical', 'stocks', 'stock market dynamics']",0.0,0.0,0,6,6
"['antipersistent markov behavior', 'foreign exchange markets', 'efficiency', 'exchange rates', 'statistical forecast', 'quote sequence', 'trading rule']","['markov behavior', 'antipersistent', 'exchange', 'trading', 'quote sequence']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['nonuniformly sampled systems', 'digital control systems', 'gpc', 'causality constraint', 'optimal causal control laws', 'integer multiples']","['causal', 'predictive control', 'causality constraint', 'digital', 'gpc', 'sampled', 'sampling', 'lrb']",0.25,0.3333333333333333,0.28571428571428575,6,8
"['decoherence', 'engineering constraints', 'scalable quantum computing devices']","['comprehensive encoding', 'removes', 'identified empirically', 'decoupling', 'pulse', 'pulses']",0.0,0.0,0,3,6
"['phase control', 'quantum field', 'quantum fluctuations']","['lett', 'rsb', 'phys', 'lsb', 'rrb', 'recent experiment', 'lrb']",0.0,0.0,0,3,7
"['finite sample properties', 'confidence intervals', 'financial economics', 'asset returns', 'long horizons', 'asymptotic properties', 'detrended fluctuation analysis', 'periodogram regression methods', 'gaussian white noise', 'heuristic values']","['values differ', 'asymptotic', 'long', 'different', 'sample', 'samples', 'regression', 'white', 'empirical', 'winner', 'statistics']",0.0,0.0,0,10,11
"['artificial neural network', 'receptor affinity distribution', 'olfaction', 'linear threshold element', 'sensory neurons', 'linear separability', 'odorant discriminator']","['odorants', 'p', 'odorant discriminator', 'computational capacity', 'c', 'curves', 'provided', 'provides', 'discrimination', 'linear', 'neural network']",0.09090909090909091,0.14285714285714285,0.1111111111111111,7,11
['wavelength services'],"['lsb wavelength', 'crest']",0.0,0.0,0,1,2
"['social percolation', 'quality expectations', 'ghost field', 'percolative phase transition', 'stationary state']","['percolation', 'media', 'percolative phase transition', 'marketing']",0.25,0.2,0.22222222222222224,5,4
"['quantum market games', 'economics', 'quantum game theory']",['quantum'],0.0,0.0,0,3,1
"['electrical facility construction work', 'information network structuring', 'sewage conduits', 'communications infrastructure', 'tokyo', 'information control facilities', 'treatment site s', 'information transmission network', 'bureau of sewerage']","['network', 'conduits', 'sewer optical fiber teleway', 'facility', 'facilities']",0.0,0.0,0,9,5
"['friction compensator', 'pneumatic control valves', 'stiction compensation', 'industrial controllers', 'standard control']","['friction', 'stiction', 'rrb', 'static', 'control', 'controllers']",0.0,0.0,0,5,6
"['quality image metrics', 'synthetic images', 'perceptual color differences', 'image rendering', 'color images', 'perceptually based metrics', 'visual quality', 'digital simulations', 'llab color space', 'cielab1976 color space', 'pixel by pixel metric', 'local distance map', 'global value', 'recursive subdivision', 'adaptative distance map']","['metric', 'images', 'quality image metrics', 'perceptual color', 'distance map', 'value', 'perceptually']",0.14285714285714285,0.06666666666666667,0.09090909090909091,15,7
"['color plane interpolation', 'alternating projections', 'digital cameras', 'demosaicing', 'color filter arrays', 'color artifacts']","['color', 'colors', 'demosaicing', 'camera', 'sample', 'samples', 'square', 'projections', 'cameras use', 'uses', 'appropriately']",0.09090909090909091,0.16666666666666666,0.11764705882352942,6,11
"['weak sinusoidal signals', 'mammalian auditory system', 'peripheral auditory system', 'quiescent firing rate', 'spiral ganglion neuron']","['model', 'new', 'phi', 'lrb', 'auditory information processing', 'limits', 'synaptic', 'ganglion', 'optimality', 'optimize', 'optimal', 'rrb', 'divergences']",0.0,0.0,0,5,13
"['controllability', 'shells', 'minimal time', 'thin cups', 'fourier method']","['controllability', 'result']",0.5,0.2,0.28571428571428575,5,2
"['neural network architectures', 'postintegration lateral inhibition', 'competition', 'preintegration lateral inhibition', 'neural network', 'unsupervised learning']","['neural', 'lateral inhibition enhances unsupervised', 'efficiently', 'representations', 'postintegration']",0.0,0.0,0,6,5
"['option pricing', 'stochastic calculus', 'stocks', 'bonds', 'nongaussian fluctuations', 'natural martingale', 'truncated levy distributions']","['natural', 'options', 'option pricing', 'fluctuations', 'price']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['computational color constancy algorithms', 'synthesized data', 'gray world methods', 'retinex method', 'neural net method', 'color by correlation method', 'chromaticity', 'scene illuminant', 'algorithm performance', 'reflectance spectra', 'specularities', 'clipping']","['methods', 'method', 'algorithm', 'computational color constancy algorithms', 'lrb', 'rrb', 'data', 'possible', 'study', 'illumination invariant', 'scene illuminant', 'et', 'scenes', 'finlayson']",0.14285714285714285,0.16666666666666666,0.15384615384615383,12,14
"['restaurant web sites', 'electronic commerce', 'internet presence', 'food service companies', 'revenues', 'profitability']","['website', 'web', 'marketing', 'strength', 'electronic', 'important', 'consider additional', 'companies', 'food', 'transaction', 'expenditures']",0.0,0.0,0,6,11
"['nonlinear time series', 'exchange rates', 'us dollar', 'foreign currencies', 'euro zone', 'stationarity', 'recurrence quantification analysis', 'recurrence plots', 'european monetary system', 'japanese yen', 'canadian dollar', 'british pound', 'historical events']","['correlated', 'correlation', 'exchanges', 'currency exchange', 'currencies', 'series analysis', 'pound', 'historical', 'nonlinear']",0.0,0.0,0,13,9
"['chemotaxis', 'nonmonotonic dependence', 'coupling constants', 'herding behaviour', 'pedestrian dynamics']","['present simulations', 'simulation', 'evacuation', 'dependence', 'times', 'depend', 'minimal']",0.0,0.0,0,5,7
"['power electronics', 'simulation challenges', 'simulation technologies']",['power electronics spark new simulation'],0.0,0.0,0,3,1
"['programmers', 'worms', 'trojan horses']","['virus', 'detects viruses', 'detect', 'trojan', 'anti software', 'worms', 'av', 'horses']",0.125,0.3333333333333333,0.18181818181818182,3,8
"['web based relationship marketing', 'hotel industry', 'world wide web marketing', 'hotel web sites', 'multimedia', 'web content survey', 'global electronic market']","['development', 'developing', 'develop different types', 'exploring developments', 'follow', 'paper provides', 'interactive', 'means', 'attempts', 'evidence', 'collected']",0.0,0.0,0,7,11
"['graphic approach', 'observer decomposition', 'sparse system models', 'measurement models', 'independent subsets', 'online computation load', 'detectable subsystems']","['simple graphic approach', 'sub', 'observer', 'observers', 'independent']",0.0,0.0,0,7,5
"['associationist neural network', 'learns', 'abstract rules', 'neural network', 'symbolic knowledge']","['symbol', 'symbolic', 'abstract', 'grammars', 'input symbols', 'state', 'term', 'sensitive', 'unit space', 'learned', 'learning', 'network learns', 'networks', 'new', 'human linguistic']",0.0,0.0,0,5,15
"['contour tracking', 'nonparameterized object contours', 'edge indicator function', 'topographical distance', 'watershed segmentation', 'minimization', 'background clutter', 'object motion', 'video', 'inverted distance transform', 'edge map']","['edge', 'edges', 'distance', 'contour', 'object contours', 'results', 'result', 'tracking', 'watershed', 'algorithm']",0.0,0.0,0,11,10
"['daily realized futures volatility', 'singular spectrum analysis', 'ssa', 'logarithmic standard deviations', 'return series', 'intraday transaction data', 'market trend', 'market periodicities', 'risk management', 'options pricing', 'financial practitioners']","['periodicities', 'lrb', 'market trend', 'reliable identification', 'underlying', 'spectrum analysis', 'ass']",0.14285714285714285,0.09090909090909091,0.1111111111111111,11,7
"['risk management framework', 'commercial security standards']","['risk', 'risks', 'managing', 'management', 'managed', 'manage', 'business managers', 'secure', 'businesses', 'commercial security', 'responsible', 'responsibility']",0.0,0.0,0,2,12
"['computational color constancy algorithms', 'images', 'image data', 'illumination conditions', 'gray world methods', 'retinex method', 'neural net method', 'color by correlation method', 'preprocessing strategies', 'synthesized data', 'input data statistics', 'chromaticity', 'scene illuminant', 'pixel intensity']","['lrb', 'rrb', 'color', 'methods', 'method', 'algorithms', 'algorithm', 'illumination', 'illuminant', 'image data', 'different', 'pixel intensity', 'compare', 'comparable', 'performance', 'images', 'et']",0.17647058823529413,0.21428571428571427,0.1935483870967742,14,17
"['affine invariants', 'convex polygons', 'image registration', 'object recognition']","['affine invariants', 'computing complexity', 'proposed']",0.3333333333333333,0.25,0.28571428571428575,4,3
['chebyshev metric'],"['efficient', 'criterion', 'point', 'points', 'evaluations', 'maximization', 'maximizes']",0.0,0.0,0,1,7
"['3d mapping system', 'highly irregular shaped objects', 'semiconductor manufacturing', 'robotic system', 'polycrystalline silicon nuggets', 'fragile fused silica crucible', 'sampling frequency', 'packing algorithm', 'commercial manufacturing processes', 'dual optical 3d surface mapping system', 'active laser triangulation']","['d mapping', 'nuggets', 'nugget', 'semiconductor manufacturing', 'sampling', 'irregular', 'map', 'packing', 'packed', 'laser', 'constraints', 'fused silica']",0.08333333333333333,0.09090909090909091,0.08695652173913043,11,12
"['binocular model', 'occluding images', 'images', 'short baseline binocular image pairs', 'spatial shift', 'binocular parallax', 'phasors', 'foreground', 'background', 'inverse fourier transform', 'binocular image pair', 'translucent objects', 'occluding objects']","['images', 'image pairs', 'pair', 'binocular model', 'fourier', 'object', 'objects', 'modeled']",0.25,0.15384615384615385,0.1904761904761905,13,8
"['interactive image editing operations', 'multiple images', 'physical 3d scene', 'modified scene', 'camera viewpoint', 'image painting', 'scissoring', 'morphing', 'plenoptic function', 'volumetric decomposition technique', 'plenoptic image editing']","['image', 'images', 'd scene', 'operations', 'consistency', 'viewpoint', 'viewpoints', 'new', 'volumetric decomposition', 'unknown']",0.0,0.0,0,11,10
['classroom'],"['lrb', 'r', 'powerpoint', 'microsoft']",0.0,0.0,0,1,4
"['diffraction limit', 'circular mask', 'periodic rectangular apertures array', 'pinhole cameras', 'coded imaging systems', 'optical information processing', 'high resolution', 'infinite depth of focus', 'broad frequency spectra', 'visible light', 'gamma rays', 'periodic apertures', 'mask', 'single aperture', 'periodic rectangular apertures', 'convolution', 'arbitrarily shaped apertures']","['apertures', 'aperture', 'diffraction', 'mask', 'masks', 'mathematical', 'different', 'rays', 'imaging', 'frequency spectra', 'blurring', 'information']",0.08333333333333333,0.058823529411764705,0.06896551724137931,17,12
"['simlib', 'teach simulation']","['simlib', 'procedural language']",0.5,0.5,0.5,2,2
"['optical recognition', 'scale invariance', 'classical convergent correlator', 'deformed fringe patterns', 'fourier transform profilometry technique', 'mellin radial harmonic decomposition', 'logarithmic radial harmonic filter', 'invariant', 'scale factors']","['optical recognition', 'fringe', 'method', 'defined interval']",0.25,0.1111111111111111,0.15384615384615383,9,4
"['dynamic programming', 'flip analysis', 'operations research', 'managerial decision making', 'solitaire board game', 'craft woodworkers']","['game', 'decision', 'flip', 'board']",0.0,0.0,0,6,4
"['full 3d surface', 'single static camera', 'linear intensity subspaces', 'geotensity constraint', '3d lambertian surface structure', 'single point light source', 'arbitrary number point light sources', 'automatic surface reconstruction', 'point light source']","['surface', 'object', 'intensity', 'camera', 'point', 'single']",0.0,0.0,0,9,6
"['optical correlation', 'centroid detection', 'centroids', 'multiple objects', 'input scene', 'single intensity filter', 'position', 'orientation', 'scale', 'spatial light modulators', 'optical correlator']","['result', 'results', 'methods', 'method', 'detection based', 'detect', 'moment', 'noise', 'intensity filter']",0.0,0.0,0,11,9
"['image bit plane coding', 'block truncation coding', 'image compression technique', 'bit rate', 'performance', 'compression ratio', 'bit plane overhead', 'decoded quality', 'absolute moment btc', 'ambtc', 'quantization values']","['bits', 'coding', 'lrb', 'image bit', 'rrb', 'method', 'methods', 'compression', 'computational', 'transform']",0.0,0.0,0,11,10
"['incoherent correlator', 'symbolic substitution', 'reference digits', 'intermediate carry', 'sum digits', 'minterms', 'system complexity', 'addition operation', 'operand length']","['digit', 'digits', 'technique', 'msd', 'addition techniques', 'carry', 'rcb', 'adder', 'shared', 'memory']",0.0,0.0,0,9,10
"['inherent scale selection', 'noise level', 'optimal sampling', 'experiments', 'neural net classifier', 'paramagnetic tracer', 'quality measures', 'labelled images']","['scales', 'image', 'lrb', 'results', 'result', 'scale segmentation', 'mr images', 'rrb', 'spatial', 'segments', 'segment', 'based', 'class distributions', 'prior distribution', 'classifier', 'level', 'tracer', 'quality', 'error']",0.0,0.0,0,8,19
"['optical encoding', '3d correlation', 'color images', 'color distribution', 'color pattern recognition tasks', 'optical correlator', 'fourier transform']","['d', 'color', 'results', 'correlation', 'correlator']",0.0,0.0,0,7,5
"['camera calibration parameters', 'image motion fields', 'rigidly moving camera', 'image formation', 'calibration parameters', 'image measurements', 'rotational components', 'optical flow', 'point correspondences', 'normal flow measurements', 'active vision systems', 'image sequences', 'large video databases']","['image', 'images', 'camera calibration parameters', 'flow', 'measurements', 'rotation', 'rotational components', 'motion fields', 'component', 'vision', 'video', 'correspondences', 'exact correspondence', 'gives']",0.14285714285714285,0.15384615384615385,0.14814814814814817,13,14
"['indoor propagation', 'wall construction', 'floor plan', 'transmitter', 'receiver locations']","['geometrical optics code', 'floor plan', 'threshold', 'indoor']",0.25,0.2,0.22222222222222224,5,4
"['multiprocessor systems', 'computation of jets', 'message passing interface']","['algorithms', 'application', 'example', 'computation', 'systems', 'conventionally']",0.0,0.0,0,3,6
"['panoramic image mosaics', 'local alignment']","['given', 'correction', 'correct', 'panoramic', 'mosaics', 'assured']",0.0,0.0,0,2,6
"['effective moving cast shadow detection', 'monocular color traffic image sequences', 'accurate scene analysis', 'robust segmentation', 'moving vehicles', 'stationary background', 'moving cast shadow', 'inaccurate vehicle segmentation', 'erroneous scene analysis', 'luminance', 'chrominance', 'gradient density', 'geometry domains', 'combined probability map', 'shadow confidence score', 'input image', 'cast shadow', 'convex hull', 'selected vehicle edge pixels', 'lighting conditions', 'vehicle images', 'sunny', 'cloudy', 'viewing angles', 'vehicle sizes', 'average error rate']","['lrb', 'vehicles', 'vehicle', 'image', 'images', 'probability map', 'edge', 'effective moving cast shadow', 'color', 'colors', 'method', 'confidence', 'lighting']",0.0,0.0,0,26,13
"['3d anatomical scenes', 'web server', 'database', '3d anatomical models', 'visible human', 'planar oblique slices', 'structured anatomical scenes', 'visualization', 'scene construction']","['user', 'users', 'high video animations', 'human', 'downloadable']",0.0,0.0,0,9,5
"['inverse problems', 'mathematical model', 'ion exchange', 'compressible ion exchanger', 'ion exchanger compression', 'unique solvability', 'numerical solution methods']","['model', 'unique', 'numerical']",0.0,0.0,0,7,3
