Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['admissible measurement errors', 'fuzzy information', 'informative attributes', 'measurement error', 'fuzzy set theory']","['Identification', 'states', 'complex systems', 'estimation', 'admissible measurement errors', 'the basis', 'fuzzy information', 'The problem', 'identification', 'states', 'complex systems', 'the basis', 'fuzzy values', 'informative attributes', 'Some estimates', 'a maximally admissible degree', 'measurement error', 'that', 'it', 'the apparatus', 'fuzzy set theory', 'the current state', 'a system']",0.21739130434782608,1.0,0.3571428571428571,5,23
"['linear algebraic equations', 'numerical system']","['A method', 'solution', 'systems', 'linear algebraic equations', 'm-dimensional lambda - matrices A system', 'linear algebraic equations', '-dimensional lambda - matrices', 'The proposed method', 'the solution', 'this system', 'it', 'a numerical system', 'a special kind']",0.07692307692307693,0.5,0.13333333333333336,2,13
"['building management systems', 'bms', 'facilities management systems', 'fms', 'database integration', 'internet protocols', 'embedded web server', 'pc web server', 'distributed component object model', 'dcom', 'software development technology', 'open control network']","['Integrating building management system and facilities management', 'the Internet', 'it', 'great interest', 'the Internet/intranet', 'building management systems', 'BMS -RRB-', 'facilities management systems', 'FMS', 'This paper', 'two technical issues', 'the Web-based access', 'database integration -RRB-', 'the integration', 'BMS', 'FMS', 'These', 'BMS', 'the Internet', 'control networks', 'the Internet protocols', 'infrastructures', 'Internet/intranet', 'facilities management', 'An experimental Internet-enabled system', 'that', 'building and facilities management systems', 'This system', 'open control networks', 'the Internet', 'the embedded Web server', 'the PC Web server', 'the Distributed Component Object Model', 'DCOM -RRB- software development technology', 'the platform', 'an open control network', 'Three strategies', 'BMS local networks', 'Internet/intranet']",0.05128205128205128,0.16666666666666666,0.07843137254901959,12,39
"['collective dose calculations', 'facility operations', 'public', 'geographic information system software', 'electronic population data resources', 'personal computer']","['populations', 'collective dose calculations', 'The collective dose', 'an estimate', 'the effects', 'facility operations', 'the public', 'an estimate', 'the population', 'the area', 'Geographic information system software', 'electronic population data resources', 'a personal computer', 'estimates', 'population', '80 km', 'radii', 'two sites']",0.16666666666666666,0.5,0.25,6,18
"['accelerated simulation', 'numerical examples']","['Accelerated simulation', 'the steady-state availability', 'non-Markovian systems A general accelerated simulation method', 'evaluation', 'the steady-state availability', 'non-Markovian systems', 'It', 'the investigation', 'a class', 'systems', 'repair', 'Numerical examples']",0.0,0.0,0,2,12
"['descriptological foundations', 'programming', 'descriptive process', 'intensional concept', 'bipolar function', 'bipole level']","['Descriptological foundations', 'Descriptological foundations', 'programming', 'An explication', 'the concept', 'a descriptive process', 'The operations', 'introduction', 'elimination', 'abstraction', 'the level', 'processes', 'An intensional concept', 'a bipolar function', 'An explication', 'the concept', 'introduction', 'extraction', 'abstraction', 'the bipole level', 'this basis', 'a complete set', 'descriptological operations']",0.043478260869565216,0.16666666666666666,0.06896551724137931,6,23
"['linear constraints', 'set of natural numbers', 'linear diophantine equations', 'strict inequations', 'nonstrict inequations', 'upper bounds', 'minimal generating sets']","['Compatibility', 'systems', 'linear constraints', 'the set', 'natural numbers Criteria', 'compatibility', 'a system', 'linear Diophantine equations', 'strict inequations', 'nonstrict inequations', 'Upper bounds', 'components', 'a minimal set', 'solutions', 'algorithms', 'construction', 'minimal generating sets', 'solutions', 'all types', 'systems', 'These criteria', 'the corresponding algorithms', 'a minimal supporting set', 'solutions', 'all the considered types', 'systems', 'systems', 'mixed types']",0.14285714285714285,0.5714285714285714,0.2285714285714286,7,28
"['recurring issues', 'changing practices']","['the literature', 'print', 'This article', 'the last two-and-a-half decades', 'literature', 'print', 'recurring issues', 'changing practices', 'print', 'its assertion', 'libraries', 'o.p. materials', 'worn or damaged copies', 'missing copies', 'copies', 'heavily used materials', 'gaps', 'collections', 'weak collections', 'strong collections', 'materials', 'new courses', 'new programs', 'even entire new libraries']",0.08333333333333333,1.0,0.15384615384615385,2,24
"['mathematical fundamentals', 'fuzzy bayesian inference techniques', 'pseudofuzzy quantities']","['Mathematical fundamentals', 'fuzzy Bayesian inference techniques', 'Problems', 'an associated technique', 'a Bayesian approach', 'decision-making', 'the case', 'fuzzy data', 'The concept', 'fuzzy and pseudofuzzy quantities', 'main operations', 'pseudofuzzy quantities', 'The basic relationships', 'the principal concepts', 'the Bayesian decision procedure', 'the modus-ponens rule', 'Some problems', 'the practical realization', 'the fuzzy Bayesian method']",0.05263157894736842,0.3333333333333333,0.09090909090909091,3,19
"['purdue university libraries interlibrary loan unit', 'monograph loans', 'ordering criteria', 'staff perceptions', 'patron comments']","['Books', 'demand', 'time', 'The Purdue University Libraries Interlibrary Loan unit', 'a pilot project', ""patrons ' loan requests"", 'Amazon', 'them', 'the patrons', 'the titles', 'the collection', 'Staff', 'previous monograph loans', 'developed ordering criteria', 'the proposal', 'a pilot project', 'six months', 'the resulting patron comments', 'statistics', 'staff perceptions', 'a result', 'enthusiastic patron comments', 'a review', 'the project statistics', 'the program']",0.04,0.2,0.06666666666666667,5,25
"['nonlinear extrapolation algorithm', 'scalar random process', 'nonlinear random dependences', 'mixed central moment functions', 'canonical decomposition apparatus', 'moment function']","['Nonlinear extrapolation algorithm', 'realization', 'a scalar random process', 'A method', 'construction', 'a nonlinear extrapolation algorithm', 'This method', 'it', 'account', 'any nonlinear random dependences', 'that', 'an investigated process', 'mixed central moment functions', 'The method', 'the V. S. Pugachev canonical decomposition apparatus', 'an example', 'the problem', 'nonlinear extrapolation', 'a moment function', 'third order']",0.05,0.16666666666666666,0.07692307692307691,6,20
"['precoded ofdm', 'scalable video transmission', 'orthogonal frequency division multiplexing', 'channel spectral nulls', 'heavy data rate overhead', 'isi channel', 'adaptive vector channel allocation', 'layered bit stream structure', 'lower layers', 'critical layers', 'channel quality', 'frobenius norm metrics', 'channel estimation', 'channel allocation information', 'control channel', 'robustness']","['Precoded OFDM', 'adaptive vector channel allocation', 'scalable video transmission', 'frequency-selective fading channels', '-LRB- OFDM -RRB-', 'broadband wireline', 'wireless systems', 'high data rate transmission', '-LRB-', 'ISI -RRB-', 'The conventional OFDM system', 'advantages', 'conversion', 'an ISI channel', 'ISI-free subchannels', 'multiple frequency bands', 'it', 'channel spectral nulls', 'heavy data rate', 'cyclic prefix insertion', 'a new OFDM framework', 'the precoded OFDM', 'the above two problems', 'precoding', 'conversion', 'an ISI channel', 'ISI-free vector channels', 'this paper', 'we', 'the application', 'the precoded OFDM system', 'efficient scalable video transmission', 'We', 'the precoded OFDM system', 'adaptive vector channel allocation', 'stronger protection', 'errors', 'more important layers', 'the layered bit stream structure', 'scalable video', 'The more critical layers', 'the lower layers', 'vector channels', 'higher transmission quality', 'The channel quality', 'Frobenius norm metrics', 'channel estimation', 'the receiver', 'The channel allocation information', 'the transmitter', 'a control channel', 'Simulation results', 'the robustness', 'the proposed scheme', 'wireless channels']",0.07272727272727272,0.25,0.11267605633802816,16,55
"['scholarly editions', 'performance editions', 'technical music vocabulary', 'music publishing industry', 'specialized publishers']","['The acquisition', 'print', 'factors', 'the successful acquisition', 'print', 'both scholarly editions', 'performance editions', 'The appropriate technical music vocabulary', 'the music publishing industry', 'specialized publishers', 'vendors', 'methods', 'acquisition', 'print', 'the need', 'familiarity', 'them']",0.11764705882352941,0.4,0.1818181818181818,5,17
"['lower bounds', 'optimization problems', 'graphs']","['New lower bounds', 'the size', 'error-correcting codes', 'the Z-channel Optimization problems', 'graphs', 'new lower bounds', 'the size', 'error-correcting codes', 'the Z-channel']",0.1111111111111111,0.3333333333333333,0.16666666666666666,3,9
"['firm growth rates', 'flatness', 'correlation', 'constituent businesses']","['The variance', 'firm growth rates', ""the ` scaling ' puzzle Recent evidence"", 'a power-law relationship', ""a firm 's size"", 'the variance', 'its growth rate', 'The flatness', 'the relation', 'it', 'large firms', 'small firms', 'It', 'the powerlaw nature', 'the relationship', 'the presence', 'some form', 'correlation', 'growth rates', ""the firm 's constituent businesses"", 'it', 'a model', 'independent businesses', 'which', 'the fact', 'these businesses', 'size', 'a simple ` partitions', ""integers ' model"", 'a good representation', 'what']",0.06451612903225806,0.5,0.1142857142857143,4,31
"['energy management system', 'standard components', 'application software package', 'security control', 'control center infrastructures', 'liberalized environment', 'energy market']","['Control centers', 'changes', 'different structures', 'market rules', 'uncertainties', 'a control center', 'place', 'the security', 'reliability', 'quality', 'electric service', 'This article', 'the energy management system', 'EMS -RRB- control center', 'the major functions', 'that', 'standard components', 'every application software package', 'The two most important control center functions', 'security control', 'load-following control', 'the continuity', 'electric service', 'which', 'the end-product', 'the utility business', 'New technology trends', 'the design', 'control center infrastructures', 'the liberalized environment', 'the energy market', 'An example', 'a control center infrastructure', 'The article', 'a concern', 'the security', 'the control center', 'itself']",0.07894736842105263,0.42857142857142855,0.13333333333333333,7,38
"['online auctions', 'dynamic pricing', 'lodging industry', 'web site scripting', 'online intermediaries', 'specialty brokers', 'internet usage', 'sales', 'marketing', 'trading model', 'business models', 'price setting mechanism', 'supply chain']","['Online auctions', 'dynamic pricing', 'the lodging industry', 'The traditional channels', 'distribution', 'overnight accommodation', 'Web site scripting', 'online intermediaries', 'specialty brokers', 'Businesses', 'that', 'Internet usage', 'it', 'a sales and marketing alternative', 'predecessor product distribution channels', 'Web sites', 'the traditional trading model', 'the Internet', 'Web-enabled companies', 'the medium', 'the process', 'Auction-based models', 'business models', 'the price setting mechanism', 'the trading model', 'pricing', 'the cost', 'production', 'a margin', 'profit', 'products', 'services', 'the supply chain', 'the producer', 'the consumer', 'various intermediaries', 'their share', 'profit', 'the price', 'Internet based mediums', 'distribution', 'traditional pricing models', 'dynamic pricing', 'A dynamic pricing model', 'a flexible system', 'that', 'prices', 'product', 'product', 'customer', 'customer', 'transaction', 'transaction', 'Many industry leaders', 'the long run impact', 'online auctions', 'industry profit margins', 'the fact pricing theory', 'the flow', 'information results', 'efficient market pricing', 'The future', 'such endeavors']",0.07936507936507936,0.38461538461538464,0.13157894736842105,13,63
"['pss design', 'optimal linear control']","['Optimal linear control', 'stabilizer design', 'The most common method', 'stability', 'the power system', 'the synthesis', 'the turbine and generator control systems', 'the high effectiveness', 'relatively low cost', 'these elements', 'The synthesis', 'construction', 'the effective synchronous generator', 'turbine controller', 'a very difficult task', 'This paper', 'the seven step mu - synthesis approach', 'PSS design', 'the synchronous generator', 'a wide range', 'system operating conditions']",0.0,0.0,0,2,21
"['computer applications', 'technology changes', 'interconnected bulk electric systems', 'networked information systems']","['computer applications', 'power', 'The so-called `` deregulation', 'restructuring', 'the electric power industry', 'it', 'industry changes', 'it', 'the future', 'this article', 'current key issues', 'major developments', 'the past few years', 'perspective', 'prospects', 'future computer applications', 'power', 'Technology changes', 'an exponential rate', 'The interconnected bulk electric systems', 'vast networked information systems', 'This article', 'the skills', 'that', 'future power engineers', 'pace', 'these developments', 'trends']",0.03571428571428571,0.25,0.0625,4,28
"['quantum memory', 'ground state spin', 'ensemble', 'two quadrature phase operators', 'squeezed states', 'mapping procedure', 'magnetooptical resonance method', '2 ms', 'cs']","['quantum properties', 'light', 'a long-lived atomic spin state', 'quantum memory', 'We', 'an experiment', 'a quantum state', 'light', 'the ground state spin', 'an ensemble', 'Cs atoms', 'the lifetime', '2 ms', 'Recording', 'the two quadrature phase operators', 'light', 'vacuum', 'states', 'light', 'The sensitivity', 'the mapping procedure', 'the level', 'approximately 1 photon/sec', 'Hz', 'The results', 'the road', 'complete -LRB-', 'both quadrature phase', 'quantum memory', 'Gaussian states', 'light', 'The experiment', 'new light', 'fundamental limits', 'sensitivity', 'the magneto-optical resonance method']",0.05555555555555555,0.2222222222222222,0.08888888888888888,9,36
"['diagnostic relevance', 'volumetric data', 'rate allocation', 'lifting steps scheme', 'disjoint segments', 'bitstream', 'embedded zerotree coding', 'multidimensional layered zero coding', 'region boundaries', 'filter length', 'decomposition depth', 'head magnetic resonance images']","['lossless object-based coding', '3-D MRI data', 'We', 'a fully three-dimensional -LRB- 3-D -RRB- object-based coding system', 'the diagnostic relevance', 'the different regions', 'the volumetric data', 'rate allocation', 'The data', 'a 3-D discrete wavelet transform', 'The implementation', 'the lifting steps scheme', 'integer', 'lossless coding', 'the definition', 'the object-based inverse transform', 'The coding process', 'disjoint segments', 'the bitstream', 'the different objects', 'which', 'any up-to-lossless quality', 'Two fully 3-D coding strategies', 'embedded zerotree coding -LRB-', 'EZW-3D -RRB-', 'region', 'interest', 'ROI -RRB- - based processing', 'order', 'artifacts', 'region boundaries', 'some extra coefficients', 'each object', 'This', 'rise', 'an overheading', 'the bitstream', 'respect', 'the case', 'the volume', 'a whole', 'The amount', 'such extra information', 'both the filter length', 'the decomposition depth', 'The system', 'a set', 'head magnetic resonance images', 'Results', 'MLZC', 'EZW-3D', 'competitive performances', 'the best MLZC mode', 'the others', 'the-art', 'the datasets', 'which', 'results', 'the literature']",0.06779661016949153,0.3333333333333333,0.11267605633802817,12,59
"['hierarchical mixture model', 'classification', 'data generation process', 'experts classifier', 'posterior probability of class membership']","['Mixture', 'experts classification', 'a hierarchical mixture model', 'A three-level hierarchical mixture model', 'classification', 'the following data generation process', 'the data', 'a finite number', 'sources', '-LRB- 2 -RRB- the generation mechanism', 'each source', 'the existence', 'individual internal class-labeled sources', '-LRB- subclusters', 'the external cluster -RRB-', 'The model', 'the posterior probability', 'class membership', 'a mixture', 'experts classifier', 'order', 'the parameters', 'the model', 'we', 'a general training approach', 'maximum likelihood', 'two efficient training algorithms', 'other classification mixture models', 'the proposed hierarchical model', 'several advantages', 'improved classification performance', 'the experimental results']",0.0625,0.4,0.10810810810810811,5,32
"['geometrically invariant watermarking', 'feature points', 'digital images', 'geometrical distortions', 'global transformations', 'rotations', 'translations', 'local transformations', 'stirmark attack', 'periodical properties', 'invariant properties', 'transforms', 'template insertion', 'image content', 'embedding', 'detection scheme', 'content descriptor', 'delaunay tessellation', 'additive scheme', 'correlation properties', 'jpeg compression', 'geometrical attack']","['Geometrically invariant watermarking', 'feature points', 'This paper', 'a new approach', 'watermarking', 'digital images', 'robustness', 'geometrical distortions', 'The weaknesses', 'classical watermarking methods', 'geometrical distortions', 'Geometrical distortions', 'two classes', 'global transformations', 'rotations', 'translations', 'local transformations', 'the StirMark attack', 'An overview', 'existing self-synchronizing schemes', 'Theses schemes', 'periodical properties', 'the mark', 'invariant properties', 'transforms', 'template insertion', 'information', 'the original image', 'geometrical distortions', 'a new class', 'watermarking schemes', 'the image content', 'We', 'an embedding and detection scheme', 'the mark', 'a content descriptor', 'salient points', 'Three different types', 'feature points', 'their robustness', 'geometrical transformations', 'an enhanced detector', 'The embedding', 'the signature', 'feature points', 'the image', 'a Delaunay tessellation', 'the set', 'points', 'The mark', 'a classical additive scheme', 'each triangle', 'the tessellation', 'The detection', 'correlation properties', 'the different triangles', 'The performance', 'the presented scheme', 'JPEG compression', 'geometrical attack', 'transformations', 'Results', 'the scheme', 'these different manipulations', 'our concluding remarks', 'we', 'the different perspectives', 'such content-based watermarking scheme']",0.19117647058823528,0.5909090909090909,0.28888888888888886,22,68
"['enterprise application integration', 'imark communications']","['Integration', 'an introduction', 'enterprise application integration', 'EAI -RRB- technology', 'the past few years', 'numerous organisations', 'the latest software applications', 'their business', 'these systems', 'The key', 'the competition', ""today 's current climate"", 'all', 'these systems', 'Justin Opie', 'Portfolio Director', 'Imark Communications']",0.058823529411764705,0.5,0.10526315789473684,2,17
"['spiht algorithm', 'wavelet transform', 'zerotree quantization', 'codec', 'wavelet decomposition', 'number of error bits', 'absolute zerotree', 'dsp chip', 'set partitioning in hierarchical trees', 'video coding']","['Real-time implementation', 'a new low-memory SPIHT image coding algorithm', 'DSP chip', 'all algorithms', 'wavelet transform', 'zerotree quantization', ""Said and Pearlman 's -LRB-"", 'partitioning', 'hierarchical trees', 'SPIHT -RRB- algorithm', 'its simplicity', 'efficiency', 'This paper', 'the real-time implementation', 'SPIHT algorithm', 'DSP chip', 'order', 'the implementation', ""the codec 's performance"", 'some relative issues', 'the optimization', 'program structure', 'the wavelet decomposition', ""SPIHT 's high memory requirement"", 'a major drawback', 'hardware implementation', 'this paper', 'we', 'the original SPIHT algorithm', 'two new concepts-number', 'error bits', 'absolute zerotree', 'the memory cost', 'We', 'a new method', 'the coding process', 'number', 'error bits', 'Our experimental results', 'the implementation', 'common requirement', 'real-time video coding', 'a practical and efficient DSP solution']",0.06976744186046512,0.3,0.11320754716981132,10,43
"['dynamical transition', 'periodic motions', 'recurrent bus', 'nonstops', 'circular route', 'recurrent time', 'nonlinear map', 'complex periodic behaviors', 'attractor']","['periodic motions', 'a recurrent bus', 'nonstops', 'We', 'the dynamical behavior', 'a recurrent bus', 'a circular route', 'many bus stops', 'the recurrent bus', 'some bus stops', 'The recurrent time', '-LRB-', 'terms', 'a nonlinear map', 'It', 'the recurrent bus', 'the complex periodic behaviors', 'The dynamical transitions', 'periodic motions', 'nonstops', 'The periodic motions', 'the property', 'an attractor', 'the nonlinear map', 'The period', 'n', 'the attractor', 'the number', 'nonstops']",0.06896551724137931,0.2222222222222222,0.10526315789473684,9,29
"['performance comparison', 'pid controllers', 'performance criterion', 'integrated absolute error', 'iae', 'dtc', 'step load disturbance', 'integrating processes', 'equal robustness', 'complementary sensitivity function']","['Performance comparison', 'PID and dead-time compensating controllers', 'This paper', 'the question', 'a simple dead-time compensator', 'a PID', 'The performance criterion', 'the integrated absolute error', 'It', 'PI and PID controllers', 'a simple dead-time compensator', 'a step load disturbance', 'the plant input', 'Both stable and integrating processes', 'a fair comparison', 'the controllers', 'equal robustness', 'some sense', 'a measure', 'robustness', 'the H/sub infinity', 'norm', 'the sum', 'the absolute values', 'the sensitivity function', 'the complementary sensitivity function', 'Performance', 'the DTC', 'a function', 'dead-time margin', 'D/sub M / -RRB-']",0.03225806451612903,0.1,0.04878048780487805,10,31
"['local features', 'edge detection', 'texture segmentation', 'neighborhood operation', 'overlapping windows', 'matrix formulation', 'accumulation moments']","['Efficient computation', 'local geometric moments', 'Local moments', 'attention', 'local features', 'applications', 'edge detection', 'texture segmentation', 'The main reason', 'this', 'they', 'inherently integral-based features', 'their use', 'the effect', 'uncorrelated noise', 'The computation', 'local moments', 'a neighborhood operation', 'a convolution', 'the image', 'a set', 'masks', 'moments', 'overlapping windows', 'convolution', 'this fact', 'account', 'a matrix formulation', 'the concept', 'accumulation moments', 'this paper', 'an algorithm', 'which']",0.15151515151515152,0.7142857142857143,0.25,7,33
"['robust stabilization', 'nonlinear uncertainties', 'uncertain dynamical systems', 'state feedback']","['Adaptive state feedback control', 'a class', 'linear systems', 'unknown bounds', 'uncertainties', 'The problem', 'adaptive robust stabilization', 'a class', 'linear time-varying systems', 'disturbance', 'nonlinear uncertainties', 'The bounds', 'the disturbance', 'uncertainties', 'such uncertain dynamical systems', 'the adaptive robust state feedback controller', 'the resulting closed-loop systems', 'theory', 'an adaptive robust state feedback control scheme', 'The scheme', 'the closed-loop systems', 'practical engineering', 'simulations', 'the control scheme']",0.041666666666666664,0.25,0.07142857142857142,4,24
"['image sources', 'watermarking', 'capacity limits', 'statistical model', 'distortion constraints', 'wavelet statistical models', 'geometric attacks', 'distortion measures']","['A framework', 'the data-hiding capacity', 'image sources', 'An information-theoretic model', 'image watermarking and data hiding', 'this paper', 'Previous theoretical results', 'the fundamental capacity limits', 'image watermarking and data-hiding systems', 'Capacity', 'the statistical model', 'the host image', 'the distortion constraints', 'the data hider', 'the attacker', 'the information', 'the data hider', 'the attacker', 'the decoder', 'We', 'autoregressive , block-DCT , and wavelet statistical models', 'images', 'compute data-hiding capacity', 'compressed and uncompressed host-image sources', 'Closed-form expressions', 'sparse-model approximations', 'Models', 'geometric attacks', 'distortion measures', 'that', 'such attacks']",0.0967741935483871,0.375,0.15384615384615383,8,31
