Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['admissible measurement errors', 'fuzzy information', 'informative attributes', 'measurement error', 'fuzzy set theory']","['states', 'identification', 'admissible', 'identification', 'admissible', 'complex', 'identification', 'fuzzy', 'apparatus', 'current', 'estimation', 'measurement', 'complex', 'degree', 'complex', 'errors', 'basis', 'apparatus', 'state', 'admissible', 'values', 'estimation', 'basis', 'systems', 'states', 'problem', 'basis', 'admissible', 'degree', 'systems', 'fuzzy', 'complex', 'fuzzy', 'basis', 'states', 'systems', 'errors', 'basis', 'systems', 'information', 'problem', 'systems', 'fuzzy', 'admissible', 'measurement', 'current', 'fuzzy', 'admissible', 'fuzzy', 'informative', 'set', 'measurement', 'fuzzy', 'fuzzy', 'apparatus', 'values', 'information', 'estimation']",0.0,0.0,0,5,58
"['linear algebraic equations', 'numerical system']","['linear', 'algebraic', 'equations', 'linear', 'numerical', 'systems', 'system', 'system', 'dimensional', 'algebraic', 'solution', 'solution', 'method', 'solution', 'numerical', 'solution', 'method', 'linear', 'numerical', 'special', 'system', 'system', 'systems', 'systems', 'system']",0.0,0.0,0,2,25
"['building management systems', 'bms', 'facilities management systems', 'fms', 'database integration', 'internet protocols', 'embedded web server', 'pc web server', 'distributed component object model', 'dcom', 'software development technology', 'open control network']","['facilities', 'facilities', 'management', 'open', 'software', 'platform', 'development', 'platform', 'bms', 'control', 'facilities', 'control', 'open', 'web', 'management', 'networks', 'local', 'technology', 'pc', 'component', 'integration', 'open', 'software', 'building', 'networks', 'open', 'bms', 'internet', 'local', 'building', 'management', 'great', 'technical', 'database', 'experimental', 'pc', 'component', 'object', 'software', 'development', 'control', 'platform', 'bms']",0.023255813953488372,0.08333333333333333,0.03636363636363636,12,43
"['collective dose calculations', 'facility operations', 'public', 'geographic information system software', 'electronic population data resources', 'personal computer']","['populations', 'facility', 'collective', 'estimate', 'geographic', 'operations', 'populations', 'population', 'electronic', 'effects', 'estimate', 'effects', 'electronic', 'population', 'information', 'estimates', 'geographic', 'collective', 'estimate', 'collective', 'dose', 'collective', 'population', 'information', 'data', 'personal', 'electronic', 'system', 'km', 'geographic', 'facility', 'dose', 'calculations', 'dose', 'populations', 'calculations']",0.0,0.0,0,6,36
"['accelerated simulation', 'numerical examples']","['general', 'accelerated', 'state', 'markovian', 'investigation', 'state', 'general', 'simulation', 'class', 'method', 'accelerated', 'general', 'availability', 'systems', 'investigation', 'method', 'markovian', 'systems', 'class', 'systems', 'markovian', 'simulation', 'accelerated', 'numerical', 'systems', 'markovian', 'simulation', 'evaluation', 'systems', 'general']",0.0,0.0,0,2,30
"['descriptological foundations', 'programming', 'descriptive process', 'intensional concept', 'bipolar function', 'bipole level']","['explication', 'intensional', 'complete', 'concept', 'concept', 'abstraction', 'descriptological', 'descriptological', 'abstraction', 'set', 'foundations', 'operations', 'elimination', 'level', 'concept', 'extraction', 'explication', 'elimination', 'extraction', 'abstraction', 'intensional', 'complete', 'descriptive', 'bipole', 'bipolar', 'intensional', 'descriptological', 'abstraction', 'concept', 'concept', 'complete', 'set']",0.0,0.0,0,6,32
"['linear constraints', 'set of natural numbers', 'linear diophantine equations', 'strict inequations', 'nonstrict inequations', 'upper bounds', 'minimal generating sets']","['types', 'set', 'natural', 'minimal', 'linear', 'set', 'construction', 'system', 'components', 'system', 'compatibility', 'generating', 'construction', 'minimal', 'upper', 'constraints', 'solutions', 'systems', 'set', 'numbers', 'systems', 'algorithms', 'sets', 'minimal', 'compatibility', 'bounds', 'criteria', 'natural', 'linear', 'bounds', 'criteria', 'algorithms', 'sets', 'compatibility', 'solutions', 'constraints', 'compatibility', 'compatibility', 'algorithms', 'strict', 'mixed', 'linear', 'natural', 'numbers', 'diophantine', 'generating', 'upper', 'minimal', 'minimal', 'corresponding', 'linear', 'components', 'system', 'systems', 'systems', 'set', 'construction']",0.0,0.0,0,7,57
"['recurring issues', 'changing practices']","['print', 'years', 'half', 'materials', 'decades', 'gaps', 'entire', 'strong', 'new', 'new', 'new', 'missing', 'weak', 'print', 'half', 'print', 'materials', 'materials', 'entire']",0.0,0.0,0,2,19
"['mathematical fundamentals', 'fuzzy bayesian inference techniques', 'pseudofuzzy quantities']","['concepts', 'principal', 'realization', 'fuzzy', 'main', 'concepts', 'pseudofuzzy', 'fuzzy', 'bayesian', 'bayesian', 'case', 'operations', 'making', 'inference', 'bayesian', 'approach', 'fuzzy', 'fuzzy', 'bayesian', 'making', 'practical', 'principal', 'practical', 'realization', 'main', 'mathematical', 'fuzzy', 'bayesian', 'techniques', 'inference', 'fuzzy', 'bayesian', 'basic', 'principal', 'bayesian', 'decision', 'ponens', 'practical', 'bayesian', 'concepts', 'main', 'realization', 'operations', 'concept', 'case']",0.0,0.0,0,3,45
"['purdue university libraries interlibrary loan unit', 'monograph loans', 'ordering criteria', 'staff perceptions', 'patron comments']","['result', 'proposal', 'review', 'pilot', 'patron', 'proposal', 'result', 'review', 'titles', 'previous', 'enthusiastic', 'books', 'interlibrary', 'time', 'project', 'time', 'purdue', 'interlibrary', 'loan', 'loan', 'monograph', 'enthusiastic', 'staff', 'acquisitions', 'time', 'acquisitions', 'result', 'previous']",0.0,0.0,0,5,28
"['nonlinear extrapolation algorithm', 'scalar random process', 'nonlinear random dependences', 'mixed central moment functions', 'canonical decomposition apparatus', 'moment function']","['nonlinear', 'realization', 'construction', 'moment', 'function', 'problem', 'mixed', 'method', 'central', 'scalar', 'nonlinear', 'mixed', 'random', 'method', 'account', 'process', 'scalar', 'realization', 'random', 'third', 'central', 'moment', 'random', 'moment', 'decomposition', 'moment', 'account', 'construction', 'random', 'realization', 'function', 'problem', 'account', 'process', 'scalar', 'nonlinear', 'mixed']",0.0,0.0,0,6,37
"['precoded ofdm', 'scalable video transmission', 'orthogonal frequency division multiplexing', 'channel spectral nulls', 'heavy data rate overhead', 'isi channel', 'adaptive vector channel allocation', 'layered bit stream structure', 'lower layers', 'critical layers', 'channel quality', 'frobenius norm metrics', 'channel estimation', 'channel allocation information', 'control channel', 'robustness']","['conversion', 'conversion', 'adaptive', 'scalable', 'precoded', 'adaptive', 'vector', 'precoded', 'ofdm', 'channel', 'scalable', 'systems', 'bit', 'system', 'ofdm', 'precoded', 'application', 'wireless', 'vector', 'channel', 'free', 'important', 'ofdm', 'vector', 'layers', 'wireless', 'application', 'subchannels', 'systems', 'ofdm', 'channels', 'channel', 'allocation', 'ofdm', 'system', 'layers', 'stream', 'vector', 'channels', 'channel', 'transmitter', 'adaptive', 'isi', 'vector', 'vector', 'data', 'video', 'high', 'ofdm', 'allocation', 'channels', 'orthogonal', 'systems', 'isi', 'stronger', 'system', 'layered', 'structure', 'channels', 'estimation', 'transmitter', 'channels', 'frequency', 'high', 'orthogonal', 'severe', 'data', 'channel', 'free', 'bit', 'layered', 'higher', 'problems', 'cyclic', 'protection', 'channel', 'heavy', 'advantages', 'conventional', 'multiple', 'channel', 'new', 'advantages', 'adaptive', 'layered', 'important', 'scalable', 'bit', 'precoded', 'free', 'vector', 'intersymbol', 'layered', 'bit', 'stream', 'critical', 'important', 'rate', 'wireless', 'transmission', 'severe', 'orthogonal', 'frequency', 'division', 'wireless', 'high', 'stronger', 'conventional', 'free', 'heavy', 'channel', 'higher', 'channel', 'simulation', 'free', 'control', 'spectral', 'frequency', 'cyclic', 'prefix', 'new', 'allocation', 'norm', 'lower', 'ofdm', 'ofdm', 'channel', 'video', 'wireless', 'free', 'vector', 'layers', 'inherent', 'subchannels', 'application', 'stream', 'ofdm', 'subchannels', 'transmission', 'allocation', 'inherent', 'system', 'systems', 'structure', 'channels', 'channels', 'multiple', 'channel']",0.0,0.0,0,16,148
"['scholarly editions', 'performance editions', 'technical music vocabulary', 'music publishing industry', 'specialized publishers']","['print', 'appropriate', 'appropriate', 'need', 'methods', 'technical', 'factors', 'important', 'factors', 'technical', 'specialized', 'music', 'successful', 'performance', 'scholarly', 'specialist', 'important', 'print', 'music', 'factors', 'appropriate']",0.0,0.0,0,5,21
"['lower bounds', 'optimization problems', 'graphs']","['new', 'lower', 'bounds', 'codes', 'new', 'size', 'bounds', 'channel', 'lower', 'optimization', 'channel', 'problems', 'new', 'channel', 'optimization']",0.0,0.0,0,3,15
"['firm growth rates', 'flatness', 'correlation', 'constituent businesses']","['variance', 'powerlaw', 'growth', 'growth', 'rates', 'variance', 'flatness', 'nature', 'presence', 'correlation', 'model', 'partitions', 'correlation', 'form', 'firm', 'presence', 'form', 'form', 'constituent', 'growth', 'powerlaw', 'independent', 'small', 'large', 'good', 'law', 'recent', 'firm', 'stable', 'model', 'variance', 'stable']",0.0625,0.5,0.1111111111111111,4,32
"['energy management system', 'standard components', 'application software package', 'security control', 'control center infrastructures', 'liberalized environment', 'energy market']","['control', 'new', 'liberalized', 'example', 'components', 'standard', 'design', 'standard', 'components', 'product', 'technology', 'environment', 'example', 'security', 'liberalized', 'electric', 'trends', 'changes', 'components', 'important', 'continuity', 'product', 'design', 'quality', 'environment', 'example', 'concern', 'security', 'control', 'energy', 'application', 'important', 'control', 'design', 'control', 'new', 'trends', 'control', 'different', 'market', 'energy', 'management', 'major', 'application', 'center', 'important', 'center', 'security', 'utility', 'new', 'technology', 'center', 'liberalized', 'energy', 'software', 'standard', 'changes', 'quality', 'continuity']",0.0,0.0,0,7,59
"['online auctions', 'dynamic pricing', 'lodging industry', 'web site scripting', 'online intermediaries', 'specialty brokers', 'internet usage', 'sales', 'marketing', 'trading model', 'business models', 'price setting mechanism', 'supply chain']","['dynamic', 'traditional', 'long', 'information', 'alternative', 'marketing', 'marketing', 'price', 'information', 'results', 'alternative', 'trading', 'run', 'online', 'trading', 'increase', 'results', 'traditional', 'marketing', 'alternative', 'flow', 'future', 'distribution', 'producer', 'impact', 'predecessor', 'setting', 'profit', 'model', 'many', 'product', 'cost', 'customer', 'transaction', 'fact', 'long', 'industry', 'traditional', 'flow', 'efficient', 'dynamic', 'centric', 'margin', 'mechanism', 'price', 'mediums', 'channels', 'traditional', 'product', 'predecessor', 'alternative', 'share', 'web', 'share', 'channels', 'skeptical', 'increase', 'flow', 'traditional', 'industry', 'long', 'skeptical', 'channels', 'lodging', 'traditional', 'industry', 'predecessor', 'such', 'web', 'online', 'distribution', 'site', 'overnight', 'web', 'run', 'lodging', 'specialty', 'internet', 'marketing', 'product', 'information', 'profit', 'traditional', 'various', 'pricing', 'flexible', 'industry', 'business', 'price', 'setting', 'supply', 'enabled', 'traditional', 'pricing', 'pricing', 'market', 'many', 'fact', 'efficient', 'information', 'run', 'skeptical', 'industry', 'lodging', 'distribution', 'future', 'results', 'impact', 'industry', 'many', 'long']",0.009009009009009009,0.07692307692307693,0.016129032258064516,13,111
"['pss design', 'optimal linear control']","['optimal', 'wide', 'construction', 'optimal', 'wide', 'linear', 'range', 'low', 'stability', 'synchronous', 'linear', 'stability', 'synthesis', 'cost', 'wide', 'range', 'control', 'effective', 'generator', 'optimal', 'range', 'system', 'control', 'stable', 'construction', 'control', 'operating', 'optimal', 'linear', 'stabilizer', 'common', 'power', 'generator', 'high', 'turbine', 'difficult', 'step', 'synthesis', 'wide', 'system', 'low', 'stable', 'construction', 'effective']",0.0,0.0,0,2,44
"['computer applications', 'technology changes', 'interconnected bulk electric systems', 'networked information systems']","['computer', 'applications', 'developments', 'restructuring', 'restructuring', 'prospects', 'future', 'computer', 'prospects', 'pace', 'vast', 'networked', 'vast', 'future', 'electric', 'past', 'future', 'current', 'prospective', 'major', 'developments', 'major', 'technology', 'electric', 'power', 'industry', 'power', 'few', 'future', 'key', 'exponential', 'electric', 'networked', 'information', 'future', 'major', 'developments', 'prospective', 'restructuring', 'prospects', 'prospective', 'past', 'current', 'vast']",0.0,0.0,0,4,44
"['quantum memory', 'ground state spin', 'ensemble', 'two quadrature phase operators', 'squeezed states', 'mapping procedure', 'magnetooptical resonance method', '2 ms', 'cs']","['states', 'ground', 'light', 'mapping', 'quadrature', 'sensitivity', 'light', 'quantum', 'new', 'cs', 'state', 'quantum', 'quadrature', 'phase', 'quantum', 'quantum', 'light', 'spin', 'road', 'atoms', 'gaussian', 'sensitivity', 'procedure', 'fundamental', 'light', 'memory', 'ensemble', 'ground', 'experiment', 'properties', 'state', 'atomic', 'quadrature', 'quadrature', 'limits', 'optical', 'operators', 'mapping', 'limits', 'memory', 'light', 'experiment', 'spin', 'state', 'experiment', 'cs', 'quantum', 'atomic', 'spin', 'quantum', 'resonance', 'gaussian', 'state', 'ground', 'optical', 'fundamental', 'phase', 'mapping', 'complete', 'new', 'phase', 'new', 'quantum', 'mapping', 'sensitivity', 'light', 'memory', 'road', 'ensemble', 'mapping']",0.02857142857142857,0.2222222222222222,0.050632911392405056,9,70
"['diagnostic relevance', 'volumetric data', 'rate allocation', 'lifting steps scheme', 'disjoint segments', 'bitstream', 'embedded zerotree coding', 'multidimensional layered zero coding', 'region boundaries', 'filter length', 'decomposition depth', 'head magnetic resonance images']","['diagnostic', 'assigns', 'different', 'set', 'implementation', 'amount', 'relevance', 'regions', 'implementation', 'disjoint', 'bitstream', 'set', 'volumetric', 'volumetric', 'rise', 'datasets', 'overheading', 'respect', 'head', 'definition', 'd', 'implementation', 'process', 'segments', 'artifacts', 'data', 'set', 'd', 'd', 'region', 'd', 'best', 'magnetic', 'head', 'data', 'such', 'bitstream', 'artifacts', 'discrete', 'lifting', 'process', 'assigns', 'overheading', 'bitstream', 'diagnostic', 'different', 'lossless', 'magnetic', 'decomposition', 'others', 'wavelet', 'discrete', '-rrb-', 'volumetric', 'd', 'mri', 'art', 'diagnostic', 'different', 'rate', 'extra', 'filter', 'competitive', 'extra', 'assigns', 'lifting', 'steps', 'integer', 'lossless', 'inverse', 'process', 'lossless', 'disjoint', 'region', 'multidimensional', 'resonance', 'mlzc', 'different', 'amount', 'lossy', 'relevance', 'regions', 'set', 'available', 'bitstream', 'amount', 'lossy', 'd', 'head', 'd', 'best', 'such']",0.010869565217391304,0.08333333333333333,0.01923076923076923,12,92
"['hierarchical mixture model', 'classification', 'data generation process', 'experts classifier', 'posterior probability of class membership']","['hierarchical', 'mixture', 'level', 'generation', 'existence', 'subclusters', 'posterior', 'hierarchical', 'mixture', 'hierarchical', 'probability', 'mixture', 'level', 'finite', 'mixture', 'mixture', 'other', 'posterior', 'mechanism', 'parameters', 'number', 'data', 'general', 'level', 'classification', 'efficient', 'other', 'probability', 'improved', 'individual', 'model', 'similar', 'class', 'posterior', 'membership', 'probability', 'improved', 'experts', 'data', 'generation', 'finite', 'generation', 'internal', 'external', 'posterior', 'experts', 'several', 'experimental', 'classification', 'efficient', 'other', 'mixture', 'training', 'maximum', 'general', 'training', 'hierarchical', 'classification', 'class', 'similar', 'subclusters', 'existence', 'existence', 'class', 'membership', 'individual', 'level']",0.014925373134328358,0.2,0.02777777777777778,5,67
"['geometrically invariant watermarking', 'feature points', 'digital images', 'geometrical distortions', 'global transformations', 'rotations', 'translations', 'local transformations', 'stirmark attack', 'periodical properties', 'invariant properties', 'transforms', 'template insertion', 'image content', 'embedding', 'detection scheme', 'content descriptor', 'delaunay tessellation', 'additive scheme', 'correlation properties', 'jpeg compression', 'geometrical attack']","['geometrical', 'feature', 'classical', 'classical', 'correlation', 'feature', 'weaknesses', 'watermarking', 'new', 'different', 'delaunay', 'additive', 'properties', 'different', 'periodical', 'different', 'robustness', 'weaknesses', 'methods', 'types', 'invariant', 'new', 'class', 'scheme', 'robustness', 'embedding', 'perspectives', 'points', 'triangle', 'tessellation', 'properties', 'classical', 'class', 'robustness', 'classical', 'set', 'types', 'properties', 'tessellation', 'local', 'transformations', 'correlation', 'global', 'robust', 'transformations', 'classical', 'such', 'transformations', 'such', 'theses', 'different', 'periodical', 'watermarking', 'stirmark', 'invariant', 'global', 'watermarking', 'classical', 'digital', 'new', 'local', 'correlation', 'different', 'image', 'additive', 'new', 'delaunay', 'watermarking', 'detection', 'content', 'original', 'template', 'invariant', 'geometrical', 'salient', 'different', 'geometrical', 'enhanced', 'different', 'such', 'robust', 'properties', 'different', 'transformations', 'watermarking', 'feature', 'global', 'points', 'methods', 'such', 'local', 'perspectives', 'weaknesses', 'classical']",0.010638297872340425,0.045454545454545456,0.017241379310344827,22,94
"['enterprise application integration', 'imark communications']","['technology', 'introduction', 'introduction', 'competition', 'enterprise', 'latest', 'past', 'introduction', '-rrb-', 'technology', '-rrb-', 'latest', 'portfolio', 'current', 'software', 'enterprise', 'numerous', 'few', '-rrb-', 'application', 'technology', 'past']",0.0,0.0,0,2,22
"['spiht algorithm', 'wavelet transform', 'zerotree quantization', 'codec', 'wavelet decomposition', 'number of error bits', 'absolute zerotree', 'dsp chip', 'set partitioning in hierarchical trees', 'video coding']","['number', 'number', 'dsp', 'major', 'error', 'dsp', 'time', 'optimization', 'drawback', 'chip', 'time', 'major', 'optimization', 'drawback', 'original', 'process', 'time', 'high', 'implementation', 'memory', 'efficient', 'such', 'process', 'time', 'process', 'implementation', 'time', 'relative', 'major', 'high', 'wavelet', 'program', 'spiht', 'hierarchical', 'wavelet', 'memory', 'original', 'dsp', 'memory', 'efficient', 'video', 'time', 'common', 'hardware', 'experimental', 'memory', 'absolute', 'new', 'spiht', 'new', 'such', 'implementation', 'common', 'requirement', 'new']",0.0,0.0,0,10,55
"['dynamical transition', 'periodic motions', 'recurrent bus', 'nonstops', 'circular route', 'recurrent time', 'nonlinear map', 'complex periodic behaviors', 'attractor']","['recurrent', 'periodic', 'periodic', 'circular', 'dynamical', 'recurrent', 'terms', 'dynamical', 'bus', 'motions', 'route', 'dynamical', 'attractor', 'circular', 'behavior', 'nonlinear', 'transition', 'route', 'transitions', 'property', 'number', 'complex', 'many', 'periodic', 'recurrent', 'dynamical', 'periodic', 'circular', 'many', 'bus', 'recurrent', 'dynamical', 'dynamical', 'dynamical', 'behavior', 'terms', 'dynamical', 'motions', 'dynamical', 'bus', 'circular', 'attractor', 'transitions', 'route', 'transition', 'complex']",0.021739130434782608,0.1111111111111111,0.03636363636363637,9,46
"['performance comparison', 'pid controllers', 'performance criterion', 'integrated absolute error', 'iae', 'dtc', 'step load disturbance', 'integrating processes', 'equal robustness', 'complementary sensitivity function']","['absolute', 'absolute', 'values', 'equal', 'sum', 'sensitivity', 'time', 'performance', 'robustness', 'norm', 'values', 'performance', 'comparison', 'step', 'measure', 'time', 'complementary', 'performance', 'plant', 'time', 'simple', 'performance', 'absolute', 'margin', 'load', 'integrating', 'fair', 'equal', 'absolute', 'complementary', 'time', 'step', 'sum', 'fair', 'function', 'comparison']",0.0,0.0,0,10,36
"['local features', 'edge detection', 'texture segmentation', 'neighborhood operation', 'overlapping windows', 'matrix formulation', 'accumulation moments']","['efficient', 'local', 'computation', 'local', 'concept', 'convolution', 'local', 'attention', 'geometric', 'image', 'computation', 'effect', 'concept', 'computation', 'moments', 'local', 'fact', 'set', 'features', 'features', 'computation', 'attention', 'image', 'efficient', 'local', 'applications', 'matrix', 'neighborhood', 'uncorrelated', 'main', 'texture', 'edge', 'local', 'geometric', 'accumulation', 'efficient', 'local', 'such', 'features', 'efficient', 'computation', 'applications', 'effect', 'such', 'attention', 'geometric', 'local', 'moments', 'applications']",0.0,0.0,0,7,49
"['robust stabilization', 'nonlinear uncertainties', 'uncertain dynamical systems', 'state feedback']","['adaptive', 'robust', 'state', 'adaptive', 'state', 'adaptive', 'state', 'adaptive', 'problem', 'robust', 'adaptive', 'robust', 'adaptive', 'linear', 'feedback', 'control', 'loop', 'feedback', 'robust', 'stabilization', 'class', 'robust', 'robust', 'such', 'bounds', 'state', 'adaptive', 'unknown', 'systems', 'class', 'control', 'adaptive', 'systems', 'class', 'adaptive', 'uncertain', 'feedback', 'bounds', 'state', 'adaptive', 'class', 'systems', 'control', 'unknown', 'stabilization', 'uncertainties', 'uncertainties', 'bounds', 'robust', 'adaptive', 'unknown', 'practical', 'nonlinear', 'linear', 'dynamical', 'feedback', 'linear', 'linear', 'problem', 'problem', 'stable', 'such', 'systems', 'uncertainties', 'such', 'uncertain']",0.0,0.0,0,4,66
"['image sources', 'watermarking', 'capacity limits', 'statistical model', 'distortion constraints', 'wavelet statistical models', 'geometric attacks', 'distortion measures']","['fundamental', 'fundamental', 'capacity', 'wavelet', 'theoretic', 'hiding', 'image', 'hiding', 'image', 'data', 'model', 'hiding', 'limits', 'statistical', 'theoretic', 'capacity', 'models', 'capacity', 'fundamental', 'capacity', 'limits', 'wavelet', 'models', 'previous', 'model', 'capacity', 'information', 'information', 'available', 'fundamental', 'host', 'theoretic', 'capacity', 'theoretical', 'such', 'hiding', 'statistical', 'data', 'statistical', 'uncompressed', 'form', 'model', 'geometric', 'distortion', 'hiding', 'available', 'image', 'invariant', 'invariant', 'models', 'capacity', 'sources', 'previous', 'information', 'wavelet']",0.0,0.0,0,8,55
