Ground_truth Keywords,Extracted Keywords,Method,Precision,Recall,F1-score,n_gt_keywords,n_extracted_keywords
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['classical', 'pure', 'pure', 'component', 'classical', 'explanations', 'arguments', 'arguments', 'pure', 'arguments', 'mental', 'causal', 'explanations', 'arguments', 'causal', 'classical', 'appropriate', 'symbol', 'cognition', 'human', 'information', 'classical', 'human', 'causal', 'information', 'cognitive', 'universal', 'connectionist', 'arbitrary', 'connectionism', 'classicism', 'sensitive', 'possible', 'classical', 'universality']",Pyate_combo_basic_keywords,0.19047619047619047,0.3076923076923077,0.23529411764705882,13,35
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['classical', 'pure', 'pure', 'component', 'explanations', 'arguments', 'classical', 'causal', 'mental', 'arguments', 'pure', 'arguments', 'explanations', 'human', 'cognition', 'classical', 'appropriate', 'symbol', 'causal', 'information', 'arguments', 'causal', 'information', 'classical', 'human', 'connectionist', 'universal', 'cognitive', 'connectionism', 'classicism', 'sensitive', 'arbitrary', 'possible', 'classical', 'universality']",Pyate_basic_keywords,0.19047619047619047,0.3076923076923077,0.23529411764705882,13,35
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['arguments', 'causal', 'arguments', 'pure', 'explanations', 'classical', 'pure', 'classical', 'information', 'human', 'classical', 'classical', 'classical', 'component', 'human', 'arbitrary', 'cognitive', 'universal', 'cognition', 'appropriate', 'symbol', 'connectionism', 'classicism', 'sensitive', 'causal', 'mental', 'connectionist', 'possible', 'causal', 'arguments', 'universality', 'pure', 'explanations', 'arguments', 'information']",Pyate_cvalues_keywords,0.19047619047619047,0.3076923076923077,0.23529411764705882,13,35
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['universality', 'universal', 'classical', 'classicism explain', 'cognitive', 'generalization', 'generalizations', 'cognition capacity generalize', 'provide', 'providing', 'argued', 'mental', 'explained']",Summa_keywords,0.23076923076923078,0.23076923076923078,0.23076923076923078,13,13
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['153' '153 cognitive' '153 cognitive psychology' '1998' '1998 argued'
 '1998 argued capacity' '243' '243 1998' '243 1998 argued' '37' '37 243'
 '37 243 1998' '66' '66 153' '66 153 cognitive' 'alternative'
 'alternative consequently' 'alternative consequently universality'
 'appropriate' 'appropriate alternative'
 'appropriate alternative consequently' 'arbitrary'
 'arbitrary constituents' 'arbitrary constituents marcus' 'argued'
 'argued capacity' 'argued capacity called' 'argued universality'
 'argued universality problem' 'arguments' 'arguments pure'
 'arguments pure classical' 'best' 'best explained'
 'best explained classical' 'called' 'called universal'
 'called universal generalization' 'capacity' 'capacity called'
 'capacity called universal' 'capacity generalize'
 'capacity generalize arbitrary' 'causal' 'causal explanations'
 'causal explanations mental' 'classical' 'classical component'
 'classical component mind' 'classical symbol' 'classical symbol systems'
 'classical theory' 'classicism' 'classicism explain'
 'classicism explain universality' 'classicism syntax'
 'classicism syntax sensitive' 'cognition' 'cognition 66'
 'cognition 66 153' 'cognition capacity' 'cognition capacity generalize'
 'cognitive' 'cognitive psychology' 'cognitive psychology 37' 'component'
 'component mind' 'component mind hallmarks' 'connectionism'
 'connectionism implementation' 'connectionism implementation argued'
 'connectionist' 'connectionist models' 'connectionist models instead'
 'consequently' 'consequently universality'
 'consequently universality explained' 'constituents'
 'constituents marcus' 'constituents marcus cognition' 'explain'
 'explain universality' 'explain universality arguments' 'explained'
 'explained classical' 'explained classical symbol'
 'explained classical theory' 'explanations' 'explanations mental'
 'explanations mental processes' 'generalization'
 'generalization universality' 'generalization universality supported'
 'generalizations' 'generalizations lax' 'generalizations lax providing'
 'generalize' 'generalize arbitrary' 'generalize arbitrary constituents'
 'hallmarks' 'hallmarks human' 'hallmarks human cognition' 'human'
 'human cognition' 'human cognition capacity' 'implementation'
 'implementation argued' 'implementation argued universality'
 'information' 'information appropriate'
 'information appropriate alternative' 'instead' 'instead universality'
 'instead universality best' 'lax' 'lax providing'
 'lax providing information' 'marcus' 'marcus cognition'
 'marcus cognition 66' 'mental' 'mental processes'
 'mental processes strict' 'mind' 'mind hallmarks' 'mind hallmarks human'
 'models' 'models instead' 'models instead universality' 'possible'
 'possible generalizations' 'possible generalizations lax' 'precluding'
 'precluding possible' 'precluding possible generalizations' 'problem'
 'problem classicism' 'problem classicism syntax' 'processes'
 'processes strict' 'processes strict precluding' 'provide'
 'provide causal' 'provide causal explanations' 'providing'
 'providing information' 'providing information appropriate' 'psychology'
 'psychology 37' 'psychology 37 243' 'pure' 'pure classical'
 'pure classical component' 'rules' 'rules supposed'
 'rules supposed provide' 'sensitive' 'sensitive rules'
 'sensitive rules supposed' 'strict' 'strict precluding'
 'strict precluding possible' 'supported' 'supported connectionist'
 'supported connectionist models' 'supposed' 'supposed provide'
 'supposed provide causal' 'symbol' 'symbol systems'
 'symbol systems connectionism' 'syntax' 'syntax sensitive'
 'syntax sensitive rules' 'systems' 'systems connectionism'
 'systems connectionism implementation' 'theory' 'universal'
 'universal generalization' 'universal generalization universality'
 'universality' 'universality arguments' 'universality arguments pure'
 'universality best' 'universality best explained'
 'universality explained' 'universality explained classical'
 'universality problem' 'universality problem classicism'
 'universality supported' 'universality supported connectionist']",TFIDF_keywords,0.0625,0.9230769230769231,0.11707317073170732,13,192
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['universality', 'classical', 'explained classical', 'explained', 'cognition', 'classicism', 'capacity', 'argued', '153', '243 1998 argued', 'cognitive', 'connectionism implementation argued', 'connectionism implementation', 'connectionism', 'component mind hallmarks', 'component mind', 'component', 'cognitive psychology 37', 'cognitive psychology', 'cognition capacity generalize', 'connectionist models', 'cognition capacity', 'cognition 66 153', 'cognition 66', '1998', 'classicism syntax sensitive', 'classicism syntax', 'classicism explain universality', 'classicism explain', 'connectionist', 'connectionist models instead', 'classical theory', '153 cognitive', 'generalization universality supported', 'generalization universality', 'generalization', 'explanations mental processes', 'explanations mental', 'explanations', 'explained classical theory', 'explained classical symbol', '153 cognitive psychology', 'consequently', 'explain universality arguments', 'explain universality', 'explain', 'constituents marcus cognition', 'constituents marcus', 'constituents', 'consequently universality explained', 'consequently universality', '1998 argued', 'classical symbol systems', '243 1998', 'appropriate', 'argued capacity called', 'argued capacity', '243', 'arbitrary constituents marcus', 'arbitrary constituents', 'arbitrary', 'appropriate alternative consequently', 'appropriate alternative', 'alternative consequently universality', 'argued universality problem', 'alternative consequently', 'alternative', '66 153 cognitive', '66 153', '66', '37 243 1998', '37 243', '37', 'argued universality', 'arguments', 'classical symbol', 'capacity called universal', 'classical component mind', 'classical component', 'generalizations lax', 'causal explanations mental', 'causal explanations', 'causal', 'capacity generalize arbitrary', 'capacity generalize', 'capacity called', 'arguments pure', '1998 argued capacity', 'called universal generalization', 'called universal', 'called', 'best explained classical', 'best explained', 'best', 'arguments pure classical', 'generalizations', 'universality supported connectionist', 'universality supported', 'rules supposed provide', 'supported connectionist models', 'supported connectionist', 'supported', 'strict precluding possible', 'strict precluding', 'strict', 'sensitive rules supposed', 'sensitive rules', 'sensitive', 'rules supposed', 'supposed provide', 'rules', 'pure classical component', 'pure classical', 'pure', 'psychology 37 243', 'psychology 37', 'psychology', 'providing information appropriate', 'providing information', 'supposed', 'supposed provide causal', 'provide causal explanations', 'universal generalization', 'universality problem classicism', 'universality problem', 'universality explained classical', 'universality explained', 'universality best explained', 'universality best', 'universality arguments pure', 'universality arguments', 'universal generalization universality', 'universal', 'symbol', 'theory', 'systems connectionism implementation', 'systems connectionism', 'systems', 'syntax sensitive rules', 'syntax sensitive', 'syntax', 'symbol systems connectionism', 'symbol systems', 'providing', 'provide causal', 'generalize', 'implementation argued universality', 'lax providing information', 'lax providing', 'lax', 'instead universality best', 'instead universality', 'instead', 'information appropriate alternative', 'information appropriate', 'information', 'implementation argued', 'marcus cognition', 'implementation', 'human cognition capacity', 'human cognition', 'human', 'hallmarks human cognition', 'hallmarks human', 'hallmarks', 'generalize arbitrary constituents', 'generalize arbitrary', 'marcus', 'marcus cognition 66', 'provide', 'possible generalizations lax', 'processes strict precluding', 'processes strict', 'processes', 'problem classicism syntax', 'problem classicism', 'problem', 'precluding possible generalizations', 'precluding possible', 'precluding', 'possible generalizations', 'mental', 'possible', 'models instead universality', 'models instead', 'models', 'mind hallmarks human', 'mind hallmarks', 'mind', 'mental processes strict', 'mental processes', 'generalizations lax providing']",LSA_keywords,0.0625,0.9230769230769231,0.11707317073170732,13,192
"['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol \tsystems', 'syntax-sensitive rules', 'causal explanations', 'mental processes', 'cognitive systems', 'neural nets', 'philosophical aspects']","['classical', 'universality', 'argued', 'classicism', 'explained', 'explanations', '66,', 'rules', 'strict,', 'p.']",LDA_keywords,0.3,0.23076923076923078,0.2608695652173913,13,10
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']",['three'],Spacy_entities,0.0,0.0,0.0,12,1
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['conflict language atomistic information', 'fred dretske jerry fodor', 'three well-known theses contemporary philosophy mind', ': thesis information-based semantics', 'ibs', 'thesis content atomism', 'atomism', 'thesis language thought', 'lot', 'lot concerns', 'semantically relevant structure representations', 'cognitive states beliefs desires', 'representations', 'structures', 'structure contents', 'ibs thesis nature relations', 'cognitive representations parts contents', 'semantic relations', 'relations', 'solely relations kind support information content', 'logical principles combination', 'atomism thesis nature content', 'simple symbols', 'substantive simple symbol', 'content', 'independently symbols representational system', ""dretske's fodor's theories"", 'falsehood', 'conflict ibs atomism', 'one hand', 'lot']",Spacy_noun_chunks,0.06666666666666667,0.16666666666666666,0.09523809523809522,12,31
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['contemporary philosophy mind', 'thesis language thought', 'language atomistic information', 'language thought', 'atomistic information fred', 'conflict language atomistic', 'philosophy mind', 'fred dretske jerry', 'jerry fodor responsible', 'fodor responsible popularizing', 'language atomistic', 'responsible popularizing', 'popularizing three well-known', 'well-known theses contemporary', 'contemporary philosophy', 'lot', 'language', 'thesis', 'thesis information-based semantics', 'information-based semantics']",YAKE_keywords,0.2,0.3333333333333333,0.25,12,20
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['conflict language atomistic information fred dretske jerry fodor responsible popularizing three well', 'lot concerns semantically relevant structure representations involved cognitive states beliefs desires', 'holds substantive simple symbol possesses content independently symbols representational system', 'holds relations supervene solely relations kind support information content', 'ibs thesis nature relations connect cognitive representations parts contents', 'maintains representations must syntactic structures mirroring structure contents', 'theories false falsehood results conflict ibs atomism', 'atomism thesis nature content simple symbols', 'ibs ), thesis content atomism', 'perhaps help logical principles combination', 'known theses contemporary philosophy mind', 'thesis language thought', 'semantic relations ).', 'thesis information', 'argue dretske', 'lot ).', 'fodor', 'atomism', 'lot', 'one hand', 'based semantics']",RAKE_keywords,0.047619047619047616,0.08333333333333333,0.060606060606060615,12,21
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['nature', 'thesis', 'content', 'thesis', 'nature', 'simple', 'atomism', 'content', 'atomism', 'atomism', 'nature', 'thesis', 'thesis', 'states', 'contemporary', 'representations', 'atomism', 'language', 'cognitive', 'beliefs', 'atomistic', 'conflict', 'cognitive', 'parts', 'philosophy', 'theses', 'cognitive', 'language', 'representations', 'cognitive', 'states', 'contemporary', 'atomism', 'theses', 'conflict', 'theses', 'cognitive', 'cognitive', 'logical', 'principles', 'false', 'structure', 'relevant', 'thesis', 'simple', 'content', 'substantive', 'theories', 'thesis', 'logical', 'relevant', 'conflict', 'substantive', 'theories', 'relations', 'information', 'syntactic', 'relations', 'structure', 'lot', 'thesis', 'thesis', 'semantic', 'representational', 'nature']",Pyate_combo_basic_keywords,0.06896551724137931,0.16666666666666666,0.0975609756097561,12,65
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['nature', 'thesis', 'content', 'thesis', 'nature', 'simple', 'atomism', 'content', 'atomism', 'contemporary', 'representations', 'states', 'thesis', 'language', 'nature', 'atomism', 'conflict', 'philosophy', 'atomistic', 'cognitive', 'parts', 'cognitive', 'beliefs', 'theses', 'thesis', 'cognitive', 'representations', 'states', 'cognitive', 'contemporary', 'theses', 'language', 'logical', 'relevant', 'principles', 'simple', 'structure', 'false', 'content', 'thesis', 'atomism', 'substantive', 'theories', 'conflict', 'atomism', 'conflict', 'theses', 'cognitive', 'cognitive', 'thesis', 'theories', 'substantive', 'logical', 'relevant', 'representational', 'lot', 'information', 'thesis', 'relations', 'semantic', 'nature', 'structure', 'syntactic', 'thesis', 'relations']",Pyate_basic_keywords,0.06896551724137931,0.16666666666666666,0.0975609756097561,12,65
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['atomism', 'thesis', 'conflict', 'theses', 'cognitive', 'cognitive', 'atomism', 'nature', 'cognitive', 'relevant', 'language', 'contemporary', 'thesis', 'cognitive', 'atomism', 'theses', 'representations', 'thesis', 'content', 'substantive', 'theories', 'logical', 'states', 'atomism', 'thesis', 'beliefs', 'thesis', 'conflict', 'atomistic', 'states', 'contemporary', 'thesis', 'false', 'content', 'lot', 'relevant', 'structure', 'cognitive', 'structure', 'philosophy', 'atomism', 'syntactic', 'relations', 'nature', 'cognitive', 'representations', 'simple', 'semantic', 'relations', 'parts', 'information', 'logical', 'principles', 'thesis', 'nature', 'representational', 'simple', 'thesis', 'nature', 'conflict', 'language', 'content', 'substantive', 'theories', 'theses']",Pyate_cvalues_keywords,0.06896551724137931,0.16666666666666666,0.0975609756097561,12,65
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['content', 'contents', 'relations', 'representational', 'thesis', 'information', 'structure representations', 'semantics', 'semantically', 'semantic', 'structures', 'symbols', 'symbol', 'dretske', 'cognitive', 'ibs']",Summa_keywords,0.0625,0.08333333333333333,0.07142857142857144,12,16
"['philosophy of mind', 'Information-Based Semantics', 'Content Atomism', 'IBS', 'Language \tof Thought', 'LOT', 'cognitive states', 'beliefs', 'desires', 'artificial intelligence', 'cognitive systems', 'philosophical aspects']","['argue' 'argue dretske' 'argue dretske fodor' 'atomism' 'atomism atomism'
 'atomism atomism thesis' 'atomism hand' 'atomism hand lot'
 'atomism thesis' 'atomism thesis language' 'atomism thesis nature'
 'atomistic' 'atomistic information' 'atomistic information fred' 'based'
 'based semantics' 'based semantics ibs' 'beliefs' 'beliefs desires'
 'beliefs desires maintains' 'cognitive' 'cognitive representations'
 'cognitive representations parts' 'cognitive states'
 'cognitive states beliefs' 'combination' 'combination atomism'
 'combination atomism thesis' 'concerns' 'concerns semantically'
 'concerns semantically relevant' 'conflict' 'conflict ibs'
 'conflict ibs atomism' 'conflict language' 'conflict language atomistic'
 'connect' 'connect cognitive' 'connect cognitive representations'
 'contemporary' 'contemporary philosophy' 'contemporary philosophy mind'
 'content' 'content atomism' 'content atomism atomism' 'content help'
 'content help logical' 'content independently'
 'content independently symbols' 'content simple' 'content simple symbols'
 'contents' 'contents ibs' 'contents ibs thesis' 'contents semantic'
 'contents semantic relations' 'desires' 'desires maintains'
 'desires maintains representations' 'dretske' 'dretske fodor'
 'dretske fodor theories' 'dretske jerry' 'dretske jerry fodor' 'false'
 'false falsehood' 'false falsehood results' 'falsehood'
 'falsehood results' 'falsehood results conflict' 'fodor'
 'fodor responsible' 'fodor responsible popularizing' 'fodor theories'
 'fodor theories false' 'fred' 'fred dretske' 'fred dretske jerry' 'hand'
 'hand lot' 'help' 'help logical' 'help logical principles' 'holds'
 'holds relations' 'holds relations supervene' 'holds substantive'
 'holds substantive simple' 'ibs' 'ibs atomism' 'ibs atomism hand'
 'ibs thesis' 'ibs thesis content' 'ibs thesis nature' 'independently'
 'independently symbols' 'independently symbols representational'
 'information' 'information based' 'information based semantics'
 'information content' 'information content help' 'information fred'
 'information fred dretske' 'involved' 'involved cognitive'
 'involved cognitive states' 'jerry' 'jerry fodor'
 'jerry fodor responsible' 'kind' 'kind support'
 'kind support information' 'known' 'known theses'
 'known theses contemporary' 'language' 'language atomistic'
 'language atomistic information' 'language thought'
 'language thought lot' 'logical' 'logical principles'
 'logical principles combination' 'lot' 'lot concerns'
 'lot concerns semantically' 'lot lot' 'lot lot concerns' 'maintains'
 'maintains representations' 'maintains representations syntactic' 'mind'
 'mind thesis' 'mind thesis information' 'mirroring' 'mirroring structure'
 'mirroring structure contents' 'nature' 'nature content'
 'nature content simple' 'nature relations' 'nature relations connect'
 'parts' 'parts contents' 'parts contents semantic' 'philosophy'
 'philosophy mind' 'philosophy mind thesis' 'popularizing'
 'popularizing known' 'popularizing known theses' 'possesses'
 'possesses content' 'possesses content independently' 'principles'
 'principles combination' 'principles combination atomism' 'relations'
 'relations connect' 'relations connect cognitive' 'relations holds'
 'relations holds relations' 'relations kind' 'relations kind support'
 'relations supervene' 'relations supervene solely' 'relevant'
 'relevant structure' 'relevant structure representations'
 'representational' 'representational argue'
 'representational argue dretske' 'representations'
 'representations involved' 'representations involved cognitive'
 'representations parts' 'representations parts contents'
 'representations syntactic' 'representations syntactic structures'
 'responsible' 'responsible popularizing' 'responsible popularizing known'
 'results' 'results conflict' 'results conflict ibs' 'semantic'
 'semantic relations' 'semantic relations holds' 'semantically'
 'semantically relevant' 'semantically relevant structure' 'semantics'
 'semantics ibs' 'semantics ibs thesis' 'simple' 'simple symbol'
 'simple symbol possesses' 'simple symbols' 'simple symbols holds'
 'solely' 'solely relations' 'solely relations kind' 'states'
 'states beliefs' 'states beliefs desires' 'structure'
 'structure contents' 'structure contents ibs' 'structure representations'
 'structure representations involved' 'structures' 'structures mirroring'
 'structures mirroring structure' 'substantive' 'substantive simple'
 'substantive simple symbol' 'supervene' 'supervene solely'
 'supervene solely relations' 'support' 'support information'
 'support information content' 'symbol' 'symbol possesses'
 'symbol possesses content' 'symbols' 'symbols holds'
 'symbols holds substantive' 'symbols representational'
 'symbols representational argue' 'syntactic' 'syntactic structures'
 'syntactic structures mirroring' 'theories' 'theories false'
 'theories false falsehood' 'theses' 'theses contemporary'
 'theses contemporary philosophy' 'thesis' 'thesis content'
 'thesis content atomism' 'thesis information' 'thesis information based'
 'thesis language' 'thesis language thought' 'thesis nature'
 'thesis nature content' 'thesis nature relations' 'thought' 'thought lot'
 'thought lot lot']",TFIDF_keywords,0.03162055335968379,0.6666666666666666,0.06037735849056603,12,253
