Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['admissible measurement errors', 'fuzzy information', 'informative attributes', 'measurement error', 'fuzzy set theory']","['complex systems estimation', 'systems basis fuzzy', 'systems estimation admissible', 'fuzzy set theory', 'estimation admissible measurement']",0.2,0.2,0.20000000000000004,5,5
"['linear algebraic equations', 'numerical system']","['linear algebraic equations', 'systems linear algebraic', 'equations dimensional lambda', 'algebraic equations dimensional', 'matrices linear algebraic']",0.2,0.5,0.28571428571428575,2,5
"['building management systems', 'bms', 'facilities management systems', 'fms', 'database integration', 'internet protocols', 'embedded web server', 'pc web server', 'distributed component object model', 'dcom', 'software development technology', 'open control network']","['bms remotely internet', 'accessing bms remotely', 'intranet building facilities', 'facilities management internet', 'internet intranet building']",0.0,0.0,0,12,5
"['collective dose calculations', 'facility operations', 'public', 'geographic information system software', 'electronic population data resources', 'personal computer']","['populations collective dose', 'collective dose calculations', 'calculations collective dose', 'dose calculations collective', 'dose provides estimate']",0.2,0.16666666666666666,0.1818181818181818,6,5
"['accelerated simulation', 'numerical examples']","['availability non markovian', 'steady state availability', 'simulation steady state', 'non markovian systems', 'markovian systems proposed']",0.0,0.0,0,2,5
"['descriptological foundations', 'programming', 'descriptive process', 'intensional concept', 'bipolar function', 'bipole level']","['programming descriptological', 'programming descriptological foundations', 'foundations programming descriptological', 'descriptological operations constructed', 'descriptological foundations programming']",0.0,0.0,0,6,5
"['linear constraints', 'set of natural numbers', 'linear diophantine equations', 'strict inequations', 'nonstrict inequations', 'upper bounds', 'minimal generating sets']","['compatibility linear diophantine', 'linear diophantine equations', 'systems linear constraints', 'minimal set solutions', 'linear constraints set']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['recurring issues', 'changing practices']","['acquiring print materials', 'literature acquiring print', 'acquiring print', 'practices print literature', 'print materials assess']",0.0,0.0,0,2,5
"['mathematical fundamentals', 'fuzzy bayesian inference techniques', 'pseudofuzzy quantities']","['constructing fuzzy bayesian', 'fuzzy bayesian inference', 'fuzzy bayesian', 'fuzzy bayesian method', 'realization fuzzy bayesian']",0.0,0.0,0,3,5
"['purdue university libraries interlibrary loan unit', 'monograph loans', 'ordering criteria', 'staff perceptions', 'patron comments']","['monograph loans', 'monograph loans developed', 'libraries interlibrary loan', 'patrons loan requests', 'books demand just']",0.2,0.2,0.20000000000000004,5,5
"['nonlinear extrapolation algorithm', 'scalar random process', 'nonlinear random dependences', 'mixed central moment functions', 'canonical decomposition apparatus', 'moment function']","['nonlinear extrapolation algorithm', 'nonlinear extrapolation', 'construction nonlinear extrapolation', 'extrapolation solved moment', 'extrapolation algorithm realization']",0.2,0.16666666666666666,0.1818181818181818,6,5
"['precoded ofdm', 'scalable video transmission', 'orthogonal frequency division multiplexing', 'channel spectral nulls', 'heavy data rate overhead', 'isi channel', 'adaptive vector channel allocation', 'layered bit stream structure', 'lower layers', 'critical layers', 'channel quality', 'frobenius norm metrics', 'channel estimation', 'channel allocation information', 'control channel', 'robustness']","['precoded ofdm adaptive', 'precoded ofdm efficient', 'enhance precoded ofdm', 'precoded ofdm proposed', 'ofdm adaptive vector']",0.0,0.0,0,16,5
"['scholarly editions', 'performance editions', 'technical music vocabulary', 'music publishing industry', 'specialized publishers']","['acquisition print music', 'print music scholarly', 'music publishing', 'printed music', 'music publishing industry']",0.2,0.2,0.20000000000000004,5,5
"['lower bounds', 'optimization problems', 'graphs']","['codes channel optimization', 'channel optimization problems', 'channel optimization', 'correcting codes channel', 'codes channel']",0.0,0.0,0,3,5
"['firm growth rates', 'flatness', 'correlation', 'constituent businesses']","['variance firm growth', 'firm growth rates', 'firm growth', 'growth rates firm', 'firm size variance']",0.2,0.25,0.22222222222222224,4,5
"['energy management system', 'standard components', 'application software package', 'security control', 'control center infrastructures', 'liberalized environment', 'energy market']","['control center infrastructure', 'control center infrastructures', 'security control center', 'rrb control center', 'important control center']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['online auctions', 'dynamic pricing', 'lodging industry', 'web site scripting', 'online intermediaries', 'specialty brokers', 'internet usage', 'sales', 'marketing', 'trading model', 'business models', 'price setting mechanism', 'supply chain']","['online auctions dynamic', 'dynamic pricing model', 'auctions dynamic pricing', 'traditional pricing models', 'dynamic pricing']",0.2,0.07692307692307693,0.1111111111111111,13,5
"['pss design', 'optimal linear control']","['synchronous generator turbine', 'generator control systems', 'stability power synthesis', 'turbine generator control', 'synthesis turbine generator']",0.0,0.0,0,2,5
"['computer applications', 'technology changes', 'interconnected bulk electric systems', 'networked information systems']","['electric systems integrated', 'future power engineers', 'computer applications power', 'interconnected bulk electric', 'bulk electric systems']",0.0,0.0,0,4,5
"['quantum memory', 'ground state spin', 'ensemble', 'two quadrature phase operators', 'squeezed states', 'mapping procedure', 'magnetooptical resonance method', '2 ms', 'cs']","['quantum state light', 'state quantum memory', 'quantum memory report', 'quantum memory', 'rrb quantum memory']",0.2,0.1111111111111111,0.14285714285714285,9,5
"['diagnostic relevance', 'volumetric data', 'rate allocation', 'lifting steps scheme', 'disjoint segments', 'bitstream', 'embedded zerotree coding', 'multidimensional layered zero coding', 'region boundaries', 'filter length', 'decomposition depth', 'head magnetic resonance images']","['coding mri data', 'coding mri', 'based coding mri', 'inverse transform coding', 'transform coding']",0.0,0.0,0,12,5
"['hierarchical mixture model', 'classification', 'data generation process', 'experts classifier', 'posterior probability of class membership']","['mixture experts classification', 'mixture experts classifier', 'classification mixture', 'classification mixture models', 'mixture model classification']",0.0,0.0,0,5,5
"['geometrically invariant watermarking', 'feature points', 'digital images', 'geometrical distortions', 'global transformations', 'rotations', 'translations', 'local transformations', 'stirmark attack', 'periodical properties', 'invariant properties', 'transforms', 'template insertion', 'image content', 'embedding', 'detection scheme', 'content descriptor', 'delaunay tessellation', 'additive scheme', 'correlation properties', 'jpeg compression', 'geometrical attack']","['geometrically invariant watermarking', 'watermarking methods geometrical', 'invariant watermarking using', 'invariant watermarking', 'based watermarking scheme']",0.2,0.045454545454545456,0.07407407407407407,22,5
"['enterprise application integration', 'imark communications']","['enterprise application integration', 'application integration', 'application integration lrb', 'integration lrb eai', 'integrate systems']",0.2,0.5,0.28571428571428575,2,5
"['spiht algorithm', 'wavelet transform', 'zerotree quantization', 'codec', 'wavelet decomposition', 'number of error bits', 'absolute zerotree', 'dsp chip', 'set partitioning in hierarchical trees', 'video coding']","['spiht image coding', 'wavelet decomposition spiht', 'wavelet transform zerotree', 'memory spiht image', 'transform zerotree quantization']",0.0,0.0,0,10,5
"['dynamical transition', 'periodic motions', 'recurrent bus', 'nonstops', 'circular route', 'recurrent time', 'nonlinear map', 'complex periodic behaviors', 'attractor']","['stops recurrent bus', 'bus stops recurrent', 'recurrent bus circular', 'motions recurrent bus', 'recurrent bus induced']",0.0,0.0,0,9,5
"['performance comparison', 'pid controllers', 'performance criterion', 'integrated absolute error', 'iae', 'dtc', 'step load disturbance', 'integrating processes', 'equal robustness', 'complementary sensitivity function']","['compensating controllers', 'compensator lrb dtc', 'pid performance criterion', 'pi pid controllers', 'pid controllers']",0.2,0.1,0.13333333333333333,10,5
"['local features', 'edge detection', 'texture segmentation', 'neighborhood operation', 'overlapping windows', 'matrix formulation', 'accumulation moments']","['computation local moments', 'local geometric moments', 'moments local moments', 'geometric moments local', 'local moments']",0.0,0.0,0,7,5
"['robust stabilization', 'nonlinear uncertainties', 'uncertain dynamical systems', 'state feedback']","['adaptive robust stabilization', 'systems adaptive robust', 'adaptive robust state', 'adaptive state feedback', 'theory adaptive robust']",0.0,0.0,0,4,5
"['image sources', 'watermarking', 'capacity limits', 'statistical model', 'distortion constraints', 'wavelet statistical models', 'geometric attacks', 'distortion measures']","['data hiding capacity', 'limits image watermarking', 'hiding capacity image', 'watermarking data hiding', 'image watermarking data']",0.0,0.0,0,8,5
"['subspace identification approach', 'principal component analysis', 'pca', 'system observability subspace', 'moesp algorithm', 'n4sid algorithm', 'subspace model identification', 'smi']","['subspace identification method', 'subspace model identification', 'subspace identification algorithm', 'pca based subspace', 'subspace identification approach']",0.4,0.25,0.3076923076923077,8,5
"['highway traffic', 'tollbooths', 'toll collection', 'waiting time', 'reduced speed', 'saturated flow', 'lane expansion', 'vehicle queuing', 'numerical simulations']","['tollbooths highway traffic', 'tollbooths traffic flow', 'effects tollbooths traffic', 'influence tollbooths highway', 'tollbooths traffic']",0.0,0.0,0,9,5
"['bagsik oscillator', 'incorrect banking data', 'statistical mechanism apparatus']","['bagsik oscillator complex', 'bagsik oscillator', 'called bagsik oscillator', 'bagsik oscillator recently', 'analysis called bagsik']",0.2,0.3333333333333333,0.25,3,5
"['adaptive image denoising', 'scale consistency', 'space consistency', 'edge preservation', 'image multiresolution decomposition', 'redundant wavelet transform', 'image edges', 'gradient magnitudes', 'shrinkage function', 'geometric constraints']","['image denoising edge', 'denoising edge preservation', 'adaptive image denoising', 'denoising edge', 'presegmentation image denoising']",0.2,0.1,0.13333333333333333,10,5
"['resonant grounding systems', 'compensation coil tuning', 'fault detection']","['verifying resonant grounding', 'resonant grounding distribution', 'network resonant grounding', 'resonant grounding systems', 'grounding distribution systems']",0.2,0.3333333333333333,0.25,3,5
"['cellular automata model', 'population', 'penna model', 'biological ageing', 'verhulst factor', 'restraining effect', 'lattice', 'wolves', 'sheep', 'predation']","['automata model predation', 'populations cellular automata', 'cellular automata model', 'model predation', 'model predation based']",0.2,0.1,0.13333333333333333,10,5
"['edge detection', 'a priori knowledge', 'geometrical characteristics', 'probability factor', 'double thresholding technique', 'spatial domain filtering', 'pixel similarity', 'gradient amplitudes', 'gradient phases', 'edge connectivity', 'dynamic range compression', 'wavelet correlation', 'probabilistic formulation', 'final edge probability image', 'adaptive filters', 'approximation images', 'matched filters', 'image noise', 'noise suppression']","['edges wavelet', 'wavelet noise filtering', 'edges wavelet approximation', 'detecting edges image', 'wavelet based noise']",0.0,0.0,0,19,5
"['deriveassist', 'parameter derivation process', 'parameter matching', 'power system simulation', 'control simulation']","['electric generator modelling', 'generator modelling', 'generator control simulation', 'control simulation rsb', 'power simulation generating']",0.0,0.0,0,5,5
"['multilane traffic model', 'vehicular boltzmann equation', 'traffic dispersion model', 'road users', 'nonlinear poisson equation', 'dynamic evolution', 'variance equation']","['multilane traffic model', 'vehicular boltzmann', 'road dispersion model', 'traffic dispersion model', 'vehicular boltzmann equation']",0.6,0.42857142857142855,0.5,7,5
"['interactive 3d volume segmentation', 'interaction metaphor', 'deformable surfaces', 'interactive segmentation', 'sensory feedback', '3d haptic device', 'tubular structure', 'deformable surface']","['interactive 3d volume', '3d volume segmentation', 'volume segmentation', 'segmentation medical 3d', '3d haptic']",0.0,0.0,0,8,5
"['image compression', 'multilayered representation', 'image representation', 'piecewise smooth regions layer', 'textures layer', 'multilayered decomposition algorithm', 'residual part', 'sparse representation', 'basis functions']","['representation image compression', 'multilayered image representation', 'image compression', 'application image compression', 'image compression new']",0.2,0.1111111111111111,0.14285714285714285,9,5
"['nonlinear modeling', 'adaptive fuzzy control', 'mcfc stack', 'fuel cells', 'radial basis function neural networks identification model', 'backpropagation algorithm', 'rule database']","['fuzzy control mcfc', 'adaptive fuzzy control', 'modeling adaptive fuzzy', 'fuzzy control procedure', 'adaptive fuzzy']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['streaming', 'cellular automata', 'iteration time', 'adjacent cell vacancy', 'arching signatures', 'jamming', 'disruptive interference', 'exit dynamics', 'confined pedestrians']","['exit dynamics pedestrians', 'dynamics confined pedestrians', 'jamming observed pedestrians', 'confined room pedestrians', 'pedestrians initially confined']",0.0,0.0,0,9,5
"['stock market returns', 'empirical statistical observations', 'invariant measures', 'first poincare return time', 'statistical quantities', 'brazilian stock']","['stock market dynamics', 'stock market returns', 'market returns', 'dimensional chaotic trajectory', 'stock market']",0.2,0.16666666666666666,0.1818181818181818,6,5
"['antipersistent markov behavior', 'foreign exchange markets', 'efficiency', 'exchange rates', 'statistical forecast', 'quote sequence', 'trading rule']","['mark exchange rates', 'foreign exchange markets', 'exchange rates', 'exchange markets quantitative', 'exchange markets']",0.4,0.2857142857142857,0.3333333333333333,7,5
"['nonuniformly sampled systems', 'digital control systems', 'gpc', 'causality constraint', 'optimal causal control laws', 'integer multiples']","['generalized predictive control', 'predictive control', 'predictive control non', 'sampled data systems', 'predictive control lrb']",0.0,0.0,0,6,5
"['decoherence', 'engineering constraints', 'scalable quantum computing devices']","['quantum computing proposals', 'quantum computing devices', 'state quantum computing', 'quantum computing', 'encoding logical qubit']",0.0,0.0,0,3,5
"['phase control', 'quantum field', 'quantum fluctuations']","['squeezing quantum field', 'coherent field photon', 'squeezing quantum', 'quantum fluctuations quadrature', 'phase dependent photon']",0.0,0.0,0,3,5
"['finite sample properties', 'confidence intervals', 'financial economics', 'asset returns', 'long horizons', 'asymptotic properties', 'detrended fluctuation analysis', 'periodogram regression methods', 'gaussian white noise', 'heuristic values']","['asset returns long', 'various estimators long', 'fluctuation analysis periodogram', 'estimating long range', 'periodogram regression methods']",0.2,0.1,0.13333333333333333,10,5
"['artificial neural network', 'receptor affinity distribution', 'olfaction', 'linear threshold element', 'sensory neurons', 'linear separability', 'odorant discriminator']","['odorant discriminator linear', 'capacity odorant discriminator', 'computational capacity odorant', 'computational properties olfactory', 'odorant discriminator']",0.2,0.14285714285714285,0.16666666666666666,7,5
['wavelength services'],"['wavelength services rsb', 'rsb wavelength services', 'wavelength services hyped', 'wavelength services ultimately', 'convinced wavelength services']",0.0,0.0,0,1,5
"['social percolation', 'quality expectations', 'ghost field', 'percolative phase transition', 'stationary state']","['media shift percolative', 'social percolation influence', 'theory mass media', 'social percolation', 'percolation influence mass']",0.2,0.2,0.20000000000000004,5,5
"['quantum market games', 'economics', 'quantum game theory']","['quantum market games', 'quantum market', 'quantum game theory', 'games propose quantum', 'quantum game']",0.4,0.6666666666666666,0.5,3,5
"['electrical facility construction work', 'information network structuring', 'sewage conduits', 'communications infrastructure', 'tokyo', 'information control facilities', 'treatment site s', 'information transmission network', 'bureau of sewerage']","['sewer optical fiber', 'project sewer optical', 'fiber network', 'fiber network laid', 'fiber network used']",0.0,0.0,0,9,5
"['friction compensator', 'pneumatic control valves', 'stiction compensation', 'industrial controllers', 'standard control']","['friction compensator pneumatic', 'compensator pneumatic control', 'pneumatic control valves', 'rrb pneumatic control', 'compensator pneumatic']",0.2,0.2,0.20000000000000004,5,5
"['quality image metrics', 'synthetic images', 'perceptual color differences', 'image rendering', 'color images', 'perceptually based metrics', 'visual quality', 'digital simulations', 'llab color space', 'cielab1976 color space', 'pixel by pixel metric', 'local distance map', 'global value', 'recursive subdivision', 'adaptative distance map']","['image quality metric', 'quality image metrics', 'image metrics synthetic', 'metrics synthetic images', 'objective image quality']",0.2,0.06666666666666667,0.1,15,5
"['color plane interpolation', 'alternating projections', 'digital cameras', 'demosaicing', 'color filter arrays', 'color artifacts']","['color plane interpolation', 'colors interpolated', 'colors interpolated using', 'interpolation known demosaicing', 'values colors interpolated']",0.2,0.16666666666666666,0.1818181818181818,6,5
"['weak sinusoidal signals', 'mammalian auditory system', 'peripheral auditory system', 'quiescent firing rate', 'spiral ganglion neuron']","['optimality auditory information', 'auditory information processing', 'optimality auditory', 'auditory information', 'auditory using stochastic']",0.0,0.0,0,5,5
"['controllability', 'shells', 'minimal time', 'thin cups', 'fourier method']","['controllability shells', 'exact controllability shells', 'controllability shells minimal', 'controllability result cups', 'exact controllability result']",0.0,0.0,0,5,5
"['neural network architectures', 'postintegration lateral inhibition', 'competition', 'preintegration lateral inhibition', 'neural network', 'unsupervised learning']","['lateral inhibition computational', 'neural', 'preintegration lateral inhibition', 'lateral inhibition enhances', 'lateral inhibition']",0.2,0.16666666666666666,0.1818181818181818,6,5
"['option pricing', 'stochastic calculus', 'stocks', 'bonds', 'nongaussian fluctuations', 'natural martingale', 'truncated levy distributions']","['truncated levy distributions', 'martingale option pricing', 'pricing path integral', 'application truncated levy', 'levy distributions path']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['computational color constancy algorithms', 'synthesized data', 'gray world methods', 'retinex method', 'neural net method', 'color by correlation method', 'chromaticity', 'scene illuminant', 'algorithm performance', 'reflectance spectra', 'specularities', 'clipping']","['color constancy algorithms', 'computational color constancy', 'color constancy efficiently', 'color constancy', 'color constancy specify']",0.0,0.0,0,12,5
"['restaurant web sites', 'electronic commerce', 'internet presence', 'food service companies', 'revenues', 'profitability']","['website effectiveness', 'emarketing restaurant web', 'evaluate website effectiveness', 'profitability restaurant internet', 'restaurant internet presence']",0.0,0.0,0,6,5
"['nonlinear time series', 'exchange rates', 'us dollar', 'foreign currencies', 'euro zone', 'stationarity', 'recurrence quantification analysis', 'recurrence plots', 'european monetary system', 'japanese yen', 'canadian dollar', 'british pound', 'historical events']","['currency exchange data', 'correlation currencies', 'frequency currency exchange', 'high correlation currencies', 'correlation currencies euro']",0.0,0.0,0,13,5
"['chemotaxis', 'nonmonotonic dependence', 'coupling constants', 'herding behaviour', 'pedestrian dynamics']","['simulation evacuation', 'simulations evacuation', 'simulation evacuation processes', 'simulations evacuation processes', 'present simulations evacuation']",0.0,0.0,0,5,5
"['power electronics', 'simulation challenges', 'simulation technologies']","['spark new simulation', 'power electronics spark', 'simulation challenges', 'new simulation challenges', 'power systems explores']",0.2,0.3333333333333333,0.25,3,5
"['programmers', 'worms', 'trojan horses']","['virus hunting appreciate', 'virus hunting', 'virus software', 'does mcafee virusscan', 'detects viruses']",0.0,0.0,0,3,5
"['web based relationship marketing', 'hotel industry', 'world wide web marketing', 'hotel web sites', 'multimedia', 'web content survey', 'global electronic market']","['web marketing hotel', 'relationship marketing hotel', 'hotels using web', 'development hotel web', 'multimedia hotel web']",0.0,0.0,0,7,5
"['graphic approach', 'observer decomposition', 'sparse system models', 'measurement models', 'independent subsets', 'online computation load', 'detectable subsystems']","['observer decomposition based', 'output injection observers', 'approach observer decomposition', 'observer decomposition', 'output injection observer']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['associationist neural network', 'learns', 'abstract rules', 'neural network', 'symbolic knowledge']","['grammars neural network', 'rules neural', 'grammars neural', 'similar grammars neural', 'rules neural networks']",0.0,0.0,0,5,5
"['contour tracking', 'nonparameterized object contours', 'edge indicator function', 'topographical distance', 'watershed segmentation', 'minimization', 'background clutter', 'object motion', 'video', 'inverted distance transform', 'edge map']","['contour tracking video', 'object contours video', 'contour detection', 'contour tracking', 'contour detection using']",0.2,0.09090909090909091,0.12500000000000003,11,5
"['daily realized futures volatility', 'singular spectrum analysis', 'ssa', 'logarithmic standard deviations', 'return series', 'intraday transaction data', 'market trend', 'market periodicities', 'risk management', 'options pricing', 'financial practitioners']","['realized futures volatility', 'series realized volatility', 'futures volatility singular', 'realized volatility logarithmic', 'realized volatility']",0.0,0.0,0,11,5
"['risk management framework', 'commercial security standards']","['assess manage risks', 'managing risk companies', 'manage risks', 'risk management', 'managing risk']",0.0,0.0,0,2,5
"['computational color constancy algorithms', 'images', 'image data', 'illumination conditions', 'gray world methods', 'retinex method', 'neural net method', 'color by correlation method', 'preprocessing strategies', 'synthesized data', 'input data statistics', 'chromaticity', 'scene illuminant', 'pixel intensity']","['color constancy algorithms', 'computational color constancy', 'applying color constancy', 'color constancy ideas', 'color constancy']",0.0,0.0,0,14,5
"['affine invariants', 'convex polygons', 'image registration', 'object recognition']","['invariants convex polygons', 'affine invariants image', 'affine invariants', 'invariants image registration', 'affine invariants convex']",0.2,0.25,0.22222222222222224,4,5
['chebyshev metric'],"['multi criterion maximization', 'criterion maximization problems', 'criterion maximization', 'vector evaluations convex', 'efficient vector evaluations']",0.0,0.0,0,1,5
"['3d mapping system', 'highly irregular shaped objects', 'semiconductor manufacturing', 'robotic system', 'polycrystalline silicon nuggets', 'fragile fused silica crucible', 'sampling frequency', 'packing algorithm', 'commercial manufacturing processes', 'dual optical 3d surface mapping system', 'active laser triangulation']","['optical surface mapping', 'active laser triangulation', 'laser triangulation developed', 'laser triangulation', 'surface mapping']",0.2,0.09090909090909091,0.12500000000000003,11,5
"['binocular model', 'occluding images', 'images', 'short baseline binocular image pairs', 'spatial shift', 'binocular parallax', 'phasors', 'foreground', 'background', 'inverse fourier transform', 'binocular image pair', 'translucent objects', 'occluding objects']","['ground segmentation translucent', 'binocular parallax segmentation', 'figure ground segmentation', 'fourier transform binocular', 'segmentation translucent occluding']",0.0,0.0,0,13,5
"['interactive image editing operations', 'multiple images', 'physical 3d scene', 'modified scene', 'camera viewpoint', 'image painting', 'scissoring', 'morphing', 'plenoptic function', 'volumetric decomposition technique', 'plenoptic image editing']","['plenoptic image editing', 'reconstructing scene plenoptic', 'interactive image editing', 'plenoptic image', 'alter scene plenoptic']",0.2,0.09090909090909091,0.12500000000000003,11,5
['classroom'],"['game wants millionaire', 'rrb classroom edition', 'wants millionaire', 'wants millionaire lrb', 'version wants millionaire']",0.0,0.0,0,1,5
"['diffraction limit', 'circular mask', 'periodic rectangular apertures array', 'pinhole cameras', 'coded imaging systems', 'optical information processing', 'high resolution', 'infinite depth of focus', 'broad frequency spectra', 'visible light', 'gamma rays', 'periodic apertures', 'mask', 'single aperture', 'periodic rectangular apertures', 'convolution', 'arbitrarily shaped apertures']","['mask periodic apertures', 'masks periodic apertures', 'circular mask diffraction', 'apertures mask', 'apertures mask consideration']",0.0,0.0,0,17,5
"['simlib', 'teach simulation']","['object oriented simlib', 'server queue simulation', 'event simulation package', 'simple simulation package', 'simulation package']",0.0,0.0,0,2,5
"['optical recognition', 'scale invariance', 'classical convergent correlator', 'deformed fringe patterns', 'fourier transform profilometry technique', 'mellin radial harmonic decomposition', 'logarithmic radial harmonic filter', 'invariant', 'scale factors']","['optical recognition', 'optical recognition dimensional', 'recognition dimensional objects', 'objects scale invariance', 'rrb objects scale']",0.2,0.1111111111111111,0.14285714285714285,9,5
"['dynamic programming', 'flip analysis', 'operations research', 'managerial decision making', 'solitaire board game', 'craft woodworkers']","['analysis flip solitaire', 'dynamic programming flip', 'game dynamic programming', 'flip solitaire board', 'flip solitaire']",0.0,0.0,0,6,5
"['full 3d surface', 'single static camera', 'linear intensity subspaces', 'geotensity constraint', '3d lambertian surface structure', 'single point light source', 'arbitrary number point light sources', 'automatic surface reconstruction', 'point light source']","['lighting 3d surface', 'motion lighting 3d', 'reconstructing 3d surface', '3d lambertian surface', '3d surface reconstruction']",0.0,0.0,0,9,5
"['optical correlation', 'centroid detection', 'centroids', 'multiple objects', 'input scene', 'single intensity filter', 'position', 'orientation', 'scale', 'spatial light modulators', 'optical correlator']","['centroid detection based', 'centroid detection', 'centroid detection presented', 'slms centroid detection', 'simultaneously detect centroids']",0.2,0.09090909090909091,0.12500000000000003,11,5
"['image bit plane coding', 'block truncation coding', 'image compression technique', 'bit rate', 'performance', 'compression ratio', 'bit plane overhead', 'decoded quality', 'absolute moment btc', 'ambtc', 'quantization values']","['bit plane coding', 'coding bit plane', 'reduce bit plane', 'truncation image bit', 'image bit plane']",0.0,0.0,0,11,5
"['incoherent correlator', 'symbolic substitution', 'reference digits', 'intermediate carry', 'sum digits', 'minterms', 'system complexity', 'addition operation', 'operand length']","['digit adder using', 'signed digit adder', 'digit adder', 'msd addition techniques', 'rrb adder based']",0.0,0.0,0,9,5
"['inherent scale selection', 'noise level', 'optimal sampling', 'experiments', 'neural net classifier', 'paramagnetic tracer', 'quality measures', 'labelled images']","['scale invariant segmentation', 'mr signal segmentation', 'segmentation dynamic contrast', 'image segmentation', 'perfusion mr images']",0.0,0.0,0,8,5
"['optical encoding', '3d correlation', 'color images', 'color distribution', 'color pattern recognition tasks', 'optical correlator', 'fourier transform']","['correlation 3d signals', 'transform correlation 3d', '3d correlation', '3d correlation directly', 'encode 3d fourier']",0.2,0.14285714285714285,0.16666666666666666,7,5
"['camera calibration parameters', 'image motion fields', 'rigidly moving camera', 'image formation', 'calibration parameters', 'image measurements', 'rotational components', 'optical flow', 'point correspondences', 'normal flow measurements', 'active vision systems', 'image sequences', 'large video databases']","['camera calibration', 'camera calibration parameters', 'estimating camera calibration', 'linear pinhole camera', 'calibration successive image']",0.2,0.07692307692307693,0.1111111111111111,13,5
"['indoor propagation', 'wall construction', 'floor plan', 'transmitter', 'receiver locations']","['optics code indoor', 'geometrical optics program', 'geometrical optics code', 'code indoor propagation', 'indoor propagation']",0.2,0.2,0.20000000000000004,5,5
"['multiprocessor systems', 'computation of jets', 'message passing interface']","['systems computation jets', 'processors simulation jets', 'computation jets', 'simulation jets', 'multiprocessor systems computation']",0.0,0.0,0,3,5
"['panoramic image mosaics', 'local alignment']","['panoramic image mosaics', 'correction construction panoramic', 'image mosaics global', 'mosaics global local', 'mosaics global']",0.2,0.5,0.28571428571428575,2,5
