Ground_truth Keywords,Extracted Keywords,Method,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['bcc', 'bcc lattice', 'body-centred-cubic', 'bubble', 'bubble enlargement', 'bubbles', 'diffusion', 'Emission of interracial loops', 'Fe interstitials', 'Fe lattice', 'Ferritic and martensitic steels', 'He', 'He atoms', 'He interstitial clusters', 'induced strain', 'lattice strain', 'mechanisms by which He in a perfect body-centred-cubic (bcc) Fe lattice, can agglomerate into bubbles', 'microstructural evolution of these steels under neutron irradiation', 'molecular dynamics simulations', 'neutron irradiation', 'nuclear reactors', 'radiation induced mechanisms', 'reduce the lattice strain', 'steels', 'transmutation-created inert gas']","['Crashworthiness', 'thin-walled tubes', 'metal', 'fibre/resin composites', 'geometries', 'failure modes', 'brittle collapse', 'micro-cracking development', 'delamination', 'fibre breakage', 'plastic deformation', 'hull', 'crushing behaviour', 'energy mechanism', 'axial crushing behaviour', 'fibre-reinforced tubes', 'fibreglass tubes', 'pvc tubes', 'carbon fibre reinforced plastic (']",llama2_KeyBERT_zero_shot,0.0,0.0,0.0,25,19
"['bcc', 'bcc lattice', 'body-centred-cubic', 'bubble', 'bubble enlargement', 'bubbles', 'diffusion', 'Emission of interracial loops', 'Fe interstitials', 'Fe lattice', 'Ferritic and martensitic steels', 'He', 'He atoms', 'He interstitial clusters', 'induced strain', 'lattice strain', 'mechanisms by which He in a perfect body-centred-cubic (bcc) Fe lattice, can agglomerate into bubbles', 'microstructural evolution of these steels under neutron irradiation', 'molecular dynamics simulations', 'neutron irradiation', 'nuclear reactors', 'radiation induced mechanisms', 'reduce the lattice strain', 'steels', 'transmutation-created inert gas']",[],llama2_KeyBERT_one_shot,0.0,0.0,0.0,25,0
"['downscaling rules', 'evolutionary computation', 'fitness calculation', 'multi-objective optimization', 'optimization', 'Pareto optimal models', 'regression', 'scaling procedure', 'SPEA', 'Strength Pareto Evolutionary Algorithm', 'using a single (weighted) fitness or cost function']","['Classical', 'two-dimensional sigma models', 'integrability', 'conserved quantities', 'local functions', 'non-local functions', 'quantum properties', 'quantum integrability', 'renormalization', 'anomalies', 'conservation', 'non-local charges', 'quantum non-local charges', '1/n expansion', 'complex Grassmannians', 'su(n)/su(n)×su(n−n)×u(1)']",llama2_KeyBERT_zero_shot,0.0,0.0,0.0,11,16
"['downscaling rules', 'evolutionary computation', 'fitness calculation', 'multi-objective optimization', 'optimization', 'Pareto optimal models', 'regression', 'scaling procedure', 'SPEA', 'Strength Pareto Evolutionary Algorithm', 'using a single (weighted) fitness or cost function']","['compact symmetric spaces', 'conserved quantities', 'local functions', 'non-local functions', 'quantum properties', 'asymptotically free', 'strongly coupled', 'infrared', 'quantization', 'renormalization', 'anomalies', '1/n expansion']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,11,12
"['Angular distributions', 'anti-squarks', 'asymmetry distributions', 'charge asymmetry', 'demonstrate that they are indeed the predicted super-partners', 'lepton-jet invariant mass distributions', 'measure the spins of the new particles', 'Monte Carlo simulations', 'mSUGRA model point', 'particles', 'primary production asymmetry', 'sparticle decays', 'spin-0 slepton', 'squarks', 'super-partners', 'supersymmetry', 'SUSY', 'SUSY particles']",['Sure'],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,18,1
"['Angular distributions', 'anti-squarks', 'asymmetry distributions', 'charge asymmetry', 'demonstrate that they are indeed the predicted super-partners', 'lepton-jet invariant mass distributions', 'measure the spins of the new particles', 'Monte Carlo simulations', 'mSUGRA model point', 'particles', 'primary production asymmetry', 'sparticle decays', 'spin-0 slepton', 'squarks', 'super-partners', 'supersymmetry', 'SUSY', 'SUSY particles']","['supersymmetry', 'spin', 'angular distributions', 'asymmetry', 'monte carlo simulations', 'msugra model', 'lhc']",llama2_KeyBERT_one_shot,0.42857142857142855,0.16666666666666666,0.24,18,7
"['cryo-FIB milling', 'Cryo-FIB milling', 'electronic or photonic device', 'FIB instruments', 'Ga', 'Ga ion beam', 'gallium', 'Gallium', 'Group III–V materials', 'III–V materials', 'semiconductor', 'semiconductors']","['Quark', 'antiquark', 'distributions', 'proton', 'nucleons', 'binding', 'model', 'scalar potential', 'vector potential', 'Dirac equation', 'quark matter', 'infinite quark matter', 'm', 'vq', 'ψq', 'x']",llama2_KeyBERT_zero_shot,0.0,0.0,0.0,12,16
"['cryo-FIB milling', 'Cryo-FIB milling', 'electronic or photonic device', 'FIB instruments', 'Ga', 'Ga ion beam', 'gallium', 'Gallium', 'Group III–V materials', 'III–V materials', 'semiconductor', 'semiconductors']","['quark', 'antiquark', 'distributions', 'binding', 'nucleons', 'qmc', 'nuclear matter', 'finite nuclei', 'Dirac equation', 'infinite quark matter', 'physics', 'nuclear physics', '']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,12,13
"['advanced solver design', 'complex geometries', 'computational domain as a collection of several NURBS geometries', 'construction of a suitable preconditioner for the iterative linear solver', 'coupling of the subdomains along interfaces', 'demonstrate the performance of the proposed IETI method', 'exact geometry representation', 'FETI', 'FETI methods', 'Finite Element Tearing and Interconnecting', 'hanging nodes', 'IETI', 'IETI framework', 'IGA', 'interfaces with T-joints', 'isogeometric analysis', 'IsogEometric Tearing and Interconnecting', 'linearized elasticity', 'Non-Uniform Rational B-spline', 'number of independent sub-problems', 'numerical simulation problem', 'NURBS', 'NURBS-based IGA', 'Poisson', 'several subdomains', 'simple model problems', 'solvers for large-scale problems in computational mechanics']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,27,0
"['advanced solver design', 'complex geometries', 'computational domain as a collection of several NURBS geometries', 'construction of a suitable preconditioner for the iterative linear solver', 'coupling of the subdomains along interfaces', 'demonstrate the performance of the proposed IETI method', 'exact geometry representation', 'FETI', 'FETI methods', 'Finite Element Tearing and Interconnecting', 'hanging nodes', 'IETI', 'IETI framework', 'IGA', 'interfaces with T-joints', 'isogeometric analysis', 'IsogEometric Tearing and Interconnecting', 'linearized elasticity', 'Non-Uniform Rational B-spline', 'number of independent sub-problems', 'numerical simulation problem', 'NURBS', 'NURBS-based IGA', 'Poisson', 'several subdomains', 'simple model problems', 'solvers for large-scale problems in computational mechanics']","['emr implementation', 'urban slums', 'health information systems', 'communication', 'coordination of care', 'continuity of care', 'health data', 'infrastructure', 'human resources', 'sustainability', 'mobile applications', 'point-of-care laboratory tests', 'cloud-based emr ecosystems', 'cell phone networks', 'health information sharing', 'better outcomes', 'vulnerable populations']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,27,17
"[""Dirac's magnetic monopole"", ""Einstein's post-Newtonian equations of gravity"", 'electromagnetic field', 'electromagnetism', 'field theory of magnetic monopoles', 'gravitational field', 'gravitipole', 'gravitipoles', 'graviton', 'magnetic monopole', 'magnetic monopoles', ""Maxwell's equations of motion"", 'non-abelian gauge theories', 'photon']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"[""Dirac's magnetic monopole"", ""Einstein's post-Newtonian equations of gravity"", 'electromagnetic field', 'electromagnetism', 'field theory of magnetic monopoles', 'gravitational field', 'gravitipole', 'gravitipoles', 'graviton', 'magnetic monopole', 'magnetic monopoles', ""Maxwell's equations of motion"", 'non-abelian gauge theories', 'photon']","['database', 'galloping', 'line galloping', 'productive', 'state grid corporation', 'production management system (pms)', 'technical support']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,14,7
"['ARS(2,3,2) scheme', 'atmospheric motion', 'HEVI solution', 'Newton solver', 'one iteration of a Newton solver', 'Rosenbrock solution', 'Runge–Kutta IMEX schemes', 'slowing the vertical advection', 'Strang carryover scheme', 'Strang splitting', 'time-step restriction', 'vertical advection', 'wave propagation']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,13,0
"['ARS(2,3,2) scheme', 'atmospheric motion', 'HEVI solution', 'Newton solver', 'one iteration of a Newton solver', 'Rosenbrock solution', 'Runge–Kutta IMEX schemes', 'slowing the vertical advection', 'Strang carryover scheme', 'Strang splitting', 'time-step restriction', 'vertical advection', 'wave propagation']",[],llama2_KeyBERT_one_shot,0.0,0.0,0.0,13,0
"['acid', 'alkoxylated alkylphenol resins', 'alkylphenol ethoxylates', 'amines', 'amines (when protonated)', 'Anionic sulphates', 'anionic sulphonates', 'blend of polyethylene glycol esters of fatty acids and ethoxylated alkylphenols', 'cation', 'cationic surfactants class', 'CI', 'CIs', 'compounds which improve the dispersability', 'corrosion protection', 'DDPB', 'dispersed emulsion', 'emulsifiers', 'ethoxylated linear alcohols', 'improve the dispersability', 'Long-chain quaternary ammonium bromides', 'metallic material', 'N-dodecylpyridinium bromide', 'nonylphenol ethoxylate', 'NPE', 'NPEs', 'polyoxyethylene sorbitan oleates', 'protonated state', 'quaternary ammonium compounds', 'quaternary ammonium salts', 'quats', 'steel materials', 'surface active agent', 'surface active specie', 'surfactant', 'surfactant or active corrosion inhibitor', 'surfactants']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,36,0
"['acid', 'alkoxylated alkylphenol resins', 'alkylphenol ethoxylates', 'amines', 'amines (when protonated)', 'Anionic sulphates', 'anionic sulphonates', 'blend of polyethylene glycol esters of fatty acids and ethoxylated alkylphenols', 'cation', 'cationic surfactants class', 'CI', 'CIs', 'compounds which improve the dispersability', 'corrosion protection', 'DDPB', 'dispersed emulsion', 'emulsifiers', 'ethoxylated linear alcohols', 'improve the dispersability', 'Long-chain quaternary ammonium bromides', 'metallic material', 'N-dodecylpyridinium bromide', 'nonylphenol ethoxylate', 'NPE', 'NPEs', 'polyoxyethylene sorbitan oleates', 'protonated state', 'quaternary ammonium compounds', 'quaternary ammonium salts', 'quats', 'steel materials', 'surface active agent', 'surface active specie', 'surfactant', 'surfactant or active corrosion inhibitor', 'surfactants']","['controller design', 'system quadratic performance optimization', 'additive controller gain variations', 'non-fragile state feedback controller', 'LMI problems', 'flight control simulation', 'reliability', 'validity']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,36,8
"['calculations using the 1/N expansion', 'complex Grassmannians SU(N)/SU(n)×SU(N−n)×U(1) for N>n>1', 'conservation of the quantum non-local charges', 'corresponding Lie algebra has no non-trivial ideals', 'CPN−1=SU(N)/SU(N−1)×U(1) models for N>2', 'G/H sigma model with H simple', 'integrals of local or non-local functions', 'quantization', 'quantum integrability', 'renormalization', 'simple', 'two-dimensional sigma models on compact symmetric spaces G/H']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,12,0
"['calculations using the 1/N expansion', 'complex Grassmannians SU(N)/SU(n)×SU(N−n)×U(1) for N>n>1', 'conservation of the quantum non-local charges', 'corresponding Lie algebra has no non-trivial ideals', 'CPN−1=SU(N)/SU(N−1)×U(1) models for N>2', 'G/H sigma model with H simple', 'integrals of local or non-local functions', 'quantization', 'quantum integrability', 'renormalization', 'simple', 'two-dimensional sigma models on compact symmetric spaces G/H']","['electronic structure', 'stability', 'adsorption', 'reaction', 'oxidation', 'spin selection rule', 'energy barrier', 'high temperature', 'high pressure']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,12,9
"['analysis task', 'bottom up analysis hypergraph model', 'hypergraph model', 'modeling hypergraph', 'pedagogical example', 'reconfigurability analysis', 'structural system modeling', 'system reconfigurability', 'verifying the existence of paths from the affected hyperedge']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,9,0
"['analysis task', 'bottom up analysis hypergraph model', 'hypergraph model', 'modeling hypergraph', 'pedagogical example', 'reconfigurability analysis', 'structural system modeling', 'system reconfigurability', 'verifying the existence of paths from the affected hyperedge']",[],llama2_KeyBERT_one_shot,0.0,0.0,0.0,9,0
"['accurate and flexible modelling alternative', 'channel height', 'conventional continuum fluid dynamics', 'direct simulation Monte Carlo method', 'DSMC', 'gas flow', 'high-aspect ratio', 'internal-flow applications', 'long channel network', 'molecular collisions', 'multiscale problem', 'Numerical simulation', 'thermodynamic equilibrium']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,13,0
"['accurate and flexible modelling alternative', 'channel height', 'conventional continuum fluid dynamics', 'direct simulation Monte Carlo method', 'DSMC', 'gas flow', 'high-aspect ratio', 'internal-flow applications', 'long channel network', 'molecular collisions', 'multiscale problem', 'Numerical simulation', 'thermodynamic equilibrium']","['multiphase volume average solidification model', 'thermodynamics of ternary alloys', 'liquid diffusion-governed solidification kinetics', 'tabulation and interpolation program', 'in situ adaptive tabulation', 'online call of thermodynamic data', 'linearized phase diagram', 'casting process simulations']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,13,8
"['charged lepton sectors', 'hierarchical neutrino Yukawa couplings', ""hierarchy-free masses implied by the Δm2's"", 'light neutrino masses', 'MR∼1010–1015', 'quark', 'quark sector', 'rhd neutrino masses', 'see-saw mechanism', 'the angle\xa0θ13', 'Yukawa couplings', 'Yukawa couplings in the quark and charged lepton sectors', 'Δm2 values can be fitted by taking the spectrum of rhd neutrino masses', 'θ12 and θ23 mixing angles']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['charged lepton sectors', 'hierarchical neutrino Yukawa couplings', ""hierarchy-free masses implied by the Δm2's"", 'light neutrino masses', 'MR∼1010–1015', 'quark', 'quark sector', 'rhd neutrino masses', 'see-saw mechanism', 'the angle\xa0θ13', 'Yukawa couplings', 'Yukawa couplings in the quark and charged lepton sectors', 'Δm2 values can be fitted by taking the spectrum of rhd neutrino masses', 'θ12 and θ23 mixing angles']","['remote sensing', 'accuracy']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,14,2
"['ANSYS', 'cellular beam', 'design method', 'design methods', 'elastic analysis', 'finite element analysis', 'plastic analysis of beam section', 'procedure of design of cellular beam is illustrated']",['photolithographic patterning'],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,8,1
"['ANSYS', 'cellular beam', 'design method', 'design methods', 'elastic analysis', 'finite element analysis', 'plastic analysis of beam section', 'procedure of design of cellular beam is illustrated']","['microfluidics', 'fabrication', 'replication', 'molds', 'rapid prototyping', 'soft-lithography', 'laser ablation', 'master', 'replica', 'casting', 'prepolymer', 'pdms', 'polymer', 'tools', 'companies']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,8,15
"['aero-engine components', 'alloys', 'casting process', 'crack generation and propagation', 'dissolved oxygen', 'elements', 'Gamma titanium aluminides', 'hardened layer', 'interaction hardened layer', 'Investment casting', 'metal surface', 'mould materials', 'Ni-base superalloys', 'nitrogen', 'oxygen', 'produce titanium and titanium aluminide alloy products', 'production of aero-engine components', 'the components', 'TiAl alloy', 'titanium', 'titanium aluminide alloy', 'Titanium aluminides']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,22,0
"['aero-engine components', 'alloys', 'casting process', 'crack generation and propagation', 'dissolved oxygen', 'elements', 'Gamma titanium aluminides', 'hardened layer', 'interaction hardened layer', 'Investment casting', 'metal surface', 'mould materials', 'Ni-base superalloys', 'nitrogen', 'oxygen', 'produce titanium and titanium aluminide alloy products', 'production of aero-engine components', 'the components', 'TiAl alloy', 'titanium', 'titanium aluminide alloy', 'Titanium aluminides']",[],llama2_KeyBERT_one_shot,0.0,0.0,0.0,22,0
"['albite', 'alumina', 'aluminium', 'boron', 'CaUTi2O7', 'crystalline', 'glass', 'glass-ceramic wasteforms', 'glass composition', 'glass matrix', 'glass network', 'Hanford K-basin sludges', 'immobilisation of the primary waste stream from production of molybdenum-99', 'investigate the role played by glass composition in controlling crystalline phase stability', 'mineral albite', 'molybdenum-99', 'Na2Al1+xB1–xSi6O16', 'Na2AlBSi6O16', 'Na2O–Al2O3–B2O3–SiO2', 'NaAlSi3O8', 'non-classical glass matrix', 'sodium', 'titanate pyrochlore', 'zirconolite glass-ceramics']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,24,0
"['albite', 'alumina', 'aluminium', 'boron', 'CaUTi2O7', 'crystalline', 'glass', 'glass-ceramic wasteforms', 'glass composition', 'glass matrix', 'glass network', 'Hanford K-basin sludges', 'immobilisation of the primary waste stream from production of molybdenum-99', 'investigate the role played by glass composition in controlling crystalline phase stability', 'mineral albite', 'molybdenum-99', 'Na2Al1+xB1–xSi6O16', 'Na2AlBSi6O16', 'Na2O–Al2O3–B2O3–SiO2', 'NaAlSi3O8', 'non-classical glass matrix', 'sodium', 'titanate pyrochlore', 'zirconolite glass-ceramics']","['experimental program', 'higgs mass', 'standard model', 'Tevatron', 'Large Hadron Collider', 'gluon fusion', 'higgs decay channels', 'rare decay', 'qcd background']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,24,9
"['adding dipole contributions', 'algorithm', 'corrects the current potential', 'GPGPU architectures', 'interaction potential', 'minimize simulation errors', 'parallel computers', 'processors', 'proper inclusion of these interactions', 'recalculation of the interaction potential', 'segments are synchronized after every iteration', 'segment synchronization after every iteration']","['Wetland-river interactions', 'hydraulic principles', 'water level elevations', 'river and wetland water level elevations', 'riparian wetlands', 'dupuit-forchheimer lateral/radial groundwater flow', 'equivalent transmissivity expression', 'modflow model', 'subsurface soil']",llama2_KeyBERT_zero_shot,0.0,0.0,0.0,12,9
"['adding dipole contributions', 'algorithm', 'corrects the current potential', 'GPGPU architectures', 'interaction potential', 'minimize simulation errors', 'parallel computers', 'processors', 'proper inclusion of these interactions', 'recalculation of the interaction potential', 'segments are synchronized after every iteration', 'segment synchronization after every iteration']","['models', 'hydraulic principles', 'riparian wetlands', 'rivers', 'water level elevations', 'connection', 'watflood model', 'modflow model', 'equivalent transmissivity', 'subsurface soil']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,12,10
"['3d time-varying datasets', 'algorithms', 'analyzing big data', 'combining window query and time-varying data mining techniques', 'computer-based climate simulations', 'expansion of computer-based climate simulations', 'explore the factors behide climate changes', 'implemented on and integrated into a visual analysis system', 'massive climate data', 'queries', 'several datasets from practical applications', 'tiled-LCD ultra-resolution display', 'time-varying data analysis algorithm', 'visualization and analysis of massive climate data']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['3d time-varying datasets', 'algorithms', 'analyzing big data', 'combining window query and time-varying data mining techniques', 'computer-based climate simulations', 'expansion of computer-based climate simulations', 'explore the factors behide climate changes', 'implemented on and integrated into a visual analysis system', 'massive climate data', 'queries', 'several datasets from practical applications', 'tiled-LCD ultra-resolution display', 'time-varying data analysis algorithm', 'visualization and analysis of massive climate data']","['optimisation algorithms', 'global optimisation', 'genetic algorithm (GA)', 'decision variable domain', 'crossover', 'mutation', 'generations']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,14,7
"['complete primitive cell', 'computational and experimental methods', 'empirical force fields', 'Hartree–Fock calculations', 'hydrogen', 'ions', 'isolated molecule and periodic calculations', 'isolated molecule approximation', 'l-cysteine', 'molecular dynamics', 'periodic calculations', 'provide a complete assignment of the vibrational spectra of l-cysteine', 'purine', 'Spectral assignments', 'study of the solid state vibrational spectra', 'tautomers']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,16,0
"['complete primitive cell', 'computational and experimental methods', 'empirical force fields', 'Hartree–Fock calculations', 'hydrogen', 'ions', 'isolated molecule and periodic calculations', 'isolated molecule approximation', 'l-cysteine', 'molecular dynamics', 'periodic calculations', 'provide a complete assignment of the vibrational spectra of l-cysteine', 'purine', 'Spectral assignments', 'study of the solid state vibrational spectra', 'tautomers']","['models', 'accuracy', 'response time', 'natural phenomenon', 'mathematical experimentation', 'micro scale plasmas', 'macro scale atmospheric plasma', 'schrödinger-electrostatic algorithm', 'theoretical experimentation', 'air density', 'upper atmosphere', 'lower atmosphere', 'davis weather station', 'forecasting lightning']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,16,14
"['6 datasets', 'accuracy comparisons', 'algorithm', 'ELM', 'generalization', 'generalization of ELM', 'hidden node', 'hidden nodes', 'novel algorithm', 'novel algorithm is proposed', 'obtain the optimal number of hidden nodes', 'optimization process', 'optimize the hidden node number', 'PSO', 'structural risk minimization principle', 'time consumption', 'trial-and-error']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,17,0
"['6 datasets', 'accuracy comparisons', 'algorithm', 'ELM', 'generalization', 'generalization of ELM', 'hidden node', 'hidden nodes', 'novel algorithm', 'novel algorithm is proposed', 'obtain the optimal number of hidden nodes', 'optimization process', 'optimize the hidden node number', 'PSO', 'structural risk minimization principle', 'time consumption', 'trial-and-error']","['candidate theories of gravity', 'astrophysical observations', 'lunar laser ranging', 'radio echo', 'constraints', 'benchmark']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,17,6
"['blood-flow LB solver', 'coalesced communication patterns', 'compile-time polymorphism', 'HemeLB', 'HemeLB application', 'lattice-Boltzmann solvers', 'LB simulations', 'ParMETIS', 'performance prediction model', 'rendering']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,10,0
"['blood-flow LB solver', 'coalesced communication patterns', 'compile-time polymorphism', 'HemeLB', 'HemeLB application', 'lattice-Boltzmann solvers', 'LB simulations', 'ParMETIS', 'performance prediction model', 'rendering']","['modelling', 'processing conditions', 'particle characteristics', 'coating properties', 'atomic level changes', 'temperature', 'velocity', 'md simulation', 'deformation mechanics', 'topography', 'impacting particles', 'reynolds number', 'cooling', 'theoretical models', 'multilayer mode', 'adhesive strength', 'hardness', 'residual stresses']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,10,18
"['cation', 'Catlow potential model', 'diffusion mechanism', 'elucidating grain boundary stability', 'grain', 'grain growth', 'migration path', 'Morelon potential model', 'Morl, along with the Grimes shell potential model', 'Morl and the Arima potential models', 'Morl potential', 'oxygen', 'predict the relative stability of the defect energies', 'replicate defect formation energies', 'reproduce the activation energy of oxygen migration', 'rigid ion models', 'shell models', 'UO2']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,18,0
"['cation', 'Catlow potential model', 'diffusion mechanism', 'elucidating grain boundary stability', 'grain', 'grain growth', 'migration path', 'Morelon potential model', 'Morl, along with the Grimes shell potential model', 'Morl and the Arima potential models', 'Morl potential', 'oxygen', 'predict the relative stability of the defect energies', 'replicate defect formation energies', 'reproduce the activation energy of oxygen migration', 'rigid ion models', 'shell models', 'UO2']","['spectrally resolved', 'femtosecond', 'three-pulse', 'photon echo measurements', 'increased degree of freedom', 'scans of time delays', 'specific type of spectroscopic information', 'complex molecules', 'population relaxation dynamics', 'inhomogeneous broadening', 'time-integrated photon echo signals', 'electronic relaxation timescale', 'intramolecular vibrational relax']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,18,13
"['calculate the system reliability', 'complex GO methodology models', 'Enumeration method', 'GO chart', 'GO methodology', 'GO methodology algorithm', 'minimal path sets', 'minimal path sets are induced', 'new method to get the reliability of system based on GO methodology', 'practical engineering', 'quantitative analysis', 'series structure']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,12,0
"['calculate the system reliability', 'complex GO methodology models', 'Enumeration method', 'GO chart', 'GO methodology', 'GO methodology algorithm', 'minimal path sets', 'minimal path sets are induced', 'new method to get the reliability of system based on GO methodology', 'practical engineering', 'quantitative analysis', 'series structure']","['guided waves', 'propagation medium', 'symmetric and anti-symmetric modes', 'phase and group speeds', 'frequency', 'sample thickness', 'bulk shear wave speed', 'thickness measurement', 'oscillation direction', 'reference interface', 'they are']",llama2_KeyBERT_one_shot,0.0,0.0,0.0,12,11
"['bulk shear wave speed', 'bulk waves', 'guided waves', 'oscillation', 'phase and group speed', 'propagation', 'SH0', 'Shear horizontal (SH) ultrasound waves', 'shear wave speed', 'SH ultrasound', 'SH waves', 'wave']",[],llama2_KeyBERT_zero_shot,0.0,0.0,0.0,12,0
